# ----------------------------------------
# Exportacao do CSV de relatorio
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
# 
# Todos os usuarios
# Data de inicio: 20231120
# Data de termino: 20231126
Regiao;Data;Usuarios recorrentes;Primeiras visitas;Total de usuarios;Usuarios
State of Piaui;20231120;1;0;1;1
State of Rio Grande do Norte;20231122;1;0;1;1
State of Rio Grande do Norte;20231126;1;2;3;3
State of Rio Grande do Sul;20231120;1;0;1;1
State of Rio Grande do Sul;20231123;1;2;3;3
State of Santa Catarina;20231123;1;2;3;3
State of Santa Catarina;20231125;1;1;2;2
State of Sao Paulo;20231122;1;9;10;10
Valencian Community;20231120;1;0;1;1
Wallonia;20231125;1;1;1;1
(not set);20231121;0;1;1;1
(not set);20231124;0;1;1;1
Balearic Islands;20231125;0;1;1;1
Braga;20231122;0;0;1;0
California;20231120;0;0;1;0
California;20231125;0;1;1;1
Canton of Bern;20231125;0;0;1;1
Community of Madrid;20231122;0;1;1;1
Emilia-Romagna;20231121;0;1;1;1
Florida;20231120;0;1;1;1
Florida;20231122;0;1;1;1
Istanbul;20231124;0;1;1;1
Lisbon;20231122;0;1;1;1
Moscow;20231123;0;1;1;1
Moscow;20231126;0;1;1;1
Ontario;20231121;0;1;1;1
Quebec;20231120;0;1;1;1
Saxony;20231121;0;1;1;1
State of Acre;20231126;0;1;1;1
State of Alagoas;20231124;0;1;1;1
State of Alagoas;20231125;0;1;1;1
State of Amazonas;20231121;0;1;1;1
State of Amazonas;20231122;0;1;1;1
State of Amazonas;20231123;0;3;3;3
State of Bahia;20231124;0;1;2;1
State of Ceara;20231120;0;1;1;1
State of Ceara;20231121;0;1;1;1
State of Ceara;20231125;0;2;2;2
State of Ceara;20231126;0;6;7;6
State of Goias;20231120;0;0;1;0
State of Goias;20231122;0;1;2;2
State of Goias;20231124;0;2;2;2
State of Goias;20231125;0;0;1;1
State of Maranhao;20231121;0;1;1;1
State of Maranhao;20231123;0;1;1;1
State of Maranhao;20231124;0;1;1;1
State of Mato Grosso;20231121;0;1;1;1
State of Para;20231120;0;1;1;1
State of Paraiba;20231122;0;1;1;1
State of Parana;20231121;0;1;1;1
State of Parana;20231122;0;3;4;3
State of Parana;20231125;0;2;2;2
State of Parana;20231126;0;1;1;1
State of Pernambuco;20231120;0;2;2;2
State of Pernambuco;20231122;0;2;2;2
State of Pernambuco;20231124;0;1;1;1
State of Pernambuco;20231125;0;1;1;1
State of Piaui;20231124;0;1;1;1
State of Rio Grande do Norte;20231120;0;1;1;1
State of Rio Grande do Norte;20231121;0;1;1;1
State of Rio Grande do Norte;20231124;0;1;1;1
State of Rio Grande do Norte;20231125;0;5;5;5
State of Rio Grande do Sul;20231122;0;1;1;1
State of Rio Grande do Sul;20231124;0;2;2;2
State of Rio Grande do Sul;20231125;0;1;1;1
State of Rio Grande do Sul;20231126;0;2;2;2
State of Santa Catarina;20231120;0;4;4;4
State of Santa Catarina;20231121;0;1;1;1
State of Santa Catarina;20231122;0;1;1;1
State of Santa Catarina;20231126;0;2;3;2
State of Sao Paulo;20231121;0;6;8;8
State of Sergipe;20231120;0;1;1;1
State of Sergipe;20231122;0;1;1;1
State of Sergipe;20231124;0;1;1;1
State of Sergipe;20231126;0;1;1;1
Valais;20231125;0;1;1;1
