# ----------------------------------------
# Exportacao do CSV de relatorio
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
# 
# Todos os usuarios
# Data de inicio: 20240610
# Data de termino: 20240616
Regiao;Data;Usuarios recorrentes;Primeiras visitas;Total de usuarios;Usuarios
State of Espirito Santo;20240614;1;0;1;1
State of Espirito Santo;20240615;1;3;3;3
State of Goias;20240614;1;0;1;1
State of Goias;20240615;1;2;3;3
State of Mato Grosso do Sul;20240610;1;0;1;1
State of Mato Grosso do Sul;20240612;1;0;1;1
State of Mato Grosso do Sul;20240613;1;0;1;1
State of Mato Grosso do Sul;20240615;1;0;1;1
State of Minas Gerais;20240613;1;2;4;4
State of Para;20240613;1;1;1;1
State of Paraiba;20240610;1;1;2;2
State of Paraiba;20240611;1;3;4;4
State of Paraiba;20240612;1;0;1;1
State of Paraiba;20240613;1;0;1;1
State of Paraiba;20240614;1;3;4;4
State of Paraiba;20240615;1;0;1;1
State of Paraiba;20240616;1;0;1;1
State of Parana;20240613;1;2;3;3
State of Pernambuco;20240612;1;0;1;1
State of Rio Grande do Norte;20240614;1;0;1;1
State of Rio Grande do Norte;20240616;1;0;1;1
State of Rio Grande do Sul;20240610;1;1;1;1
State of Rio Grande do Sul;20240615;1;2;3;3
State of Santa Catarina;20240615;1;1;2;2
State of Santa Catarina;20240616;1;1;3;2
State of Sao Paulo;20240613;1;3;4;4
State of Sao Paulo;20240616;1;5;8;8
(not set);20240610;0;3;3;3
Atlantico;20240615;0;1;1;1
Bavaria;20240615;0;1;1;1
British Columbia;20240615;0;1;1;1
Caazapa Department;20240615;0;1;1;1
California;20240613;0;1;1;1
Ceara;20240612;0;1;2;1
Ceara;20240613;0;1;1;1
Ceara;20240614;0;2;2;2
Ceara;20240615;0;2;2;2
Ceara;20240616;0;1;1;0
Community of Madrid;20240612;0;1;1;1
England;20240610;0;1;1;1
Florida;20240614;0;1;1;1
Florida;20240615;0;1;1;1
Haifa District;20240615;0;1;1;1
Lazio;20240613;0;1;1;1
Lisbon;20240611;0;1;1;1
Malatya;20240614;0;1;1;1
New York;20240610;0;1;1;1
New York;20240611;0;1;1;1
Nuevo Leon;20240616;0;1;1;1
Ohio;20240615;0;1;1;1
Ohio;20240616;0;1;1;1
Piedmont;20240611;0;1;1;1
State of Alagoas;20240611;0;1;1;1
State of Alagoas;20240614;0;0;1;0
State of Amapa;20240613;0;1;1;1
State of Bahia;20240613;0;2;2;2
State of Espirito Santo;20240610;0;1;1;1
State of Espirito Santo;20240612;0;1;1;1
State of Goias;20240611;0;2;2;2
State of Goias;20240612;0;2;3;2
State of Goias;20240613;0;2;3;2
State of Maranhao;20240611;0;1;1;1
State of Maranhao;20240613;0;1;1;1
State of Maranhao;20240614;0;1;1;1
State of Maranhao;20240616;0;1;2;1
State of Mato Grosso;20240615;0;1;1;1
State of Minas Gerais;20240614;0;5;7;6
State of Minas Gerais;20240616;0;2;3;3
State of Para;20240611;0;1;1;1
State of Para;20240616;0;1;1;1
State of Parana;20240610;0;1;1;1
State of Parana;20240611;0;4;4;4
State of Parana;20240614;0;0;1;1
State of Parana;20240615;0;4;4;4
State of Parana;20240616;0;1;1;1
State of Pernambuco;20240610;0;1;1;1
State of Pernambuco;20240611;0;1;1;1
State of Pernambuco;20240615;0;1;1;1
State of Piaui;20240611;0;1;1;1
State of Piaui;20240616;0;2;2;1
State of Rio Grande do Norte;20240613;0;1;1;1
State of Rio Grande do Sul;20240612;0;3;4;3
State of Rio Grande do Sul;20240614;0;1;1;1
State of Rio Grande do Sul;20240616;0;2;2;2
State of Santa Catarina;20240610;0;1;1;1
State of Santa Catarina;20240611;0;3;3;3
State of Santa Catarina;20240613;0;3;3;3
State of Santa Catarina;20240614;0;1;1;1
State of Sao Paulo;20240614;0;3;4;3
State of Sergipe;20240612;0;1;1;1
Virginia;20240612;0;1;1;1
