# ----------------------------------------
# Exportacao do CSV de relatorio
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
# 
# Todos os usuarios
# Data de inicio: 20240722
# Data de termino: 20240728
Regiao;Data;Usuarios recorrentes;Primeiras visitas;Total de usuarios;Usuarios
State of Goias;20240724;0;0;1;1
State of Maranhao;20240723;0;1;1;1
State of Maranhao;20240726;0;1;1;1
State of Maranhao;20240728;0;1;1;1
State of Mato Grosso;20240728;0;1;1;1
State of Mato Grosso do Sul;20240724;0;2;2;2
State of Mato Grosso do Sul;20240725;0;3;3;3
State of Mato Grosso do Sul;20240727;0;1;1;1
State of Para;20240727;0;1;1;1
State of Paraiba;20240722;0;1;1;1
State of Parana;20240723;0;1;1;1
State of Parana;20240727;0;2;2;2
State of Pernambuco;20240722;0;1;1;1
State of Pernambuco;20240724;0;2;2;2
State of Pernambuco;20240725;0;2;2;2
State of Pernambuco;20240727;0;2;2;2
State of Pernambuco;20240728;0;0;1;0
State of Rio Grande do Norte;20240723;0;1;1;1
State of Rio Grande do Norte;20240726;0;2;2;2
State of Rio Grande do Norte;20240727;0;1;1;1
State of Rio Grande do Norte;20240728;0;1;1;1
State of Rio Grande do Sul;20240727;0;1;1;1
State of Rio Grande do Sul;20240728;0;1;1;1
State of Santa Catarina;20240723;0;1;1;1
State of Sao Paulo;20240726;0;6;7;6
State of Sergipe;20240725;0;0;2;1
Tel Aviv District;20240722;0;1;1;1
Texas;20240728;0;1;1;1
Vila Real District;20240724;0;1;1;1
Virginia;20240722;0;2;2;2
Washington;20240722;0;1;1;1
Western Australia;20240725;0;1;1;1
