# ----------------------------------------
# Exportacao do CSV de relatorio
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
# 
# Todos os usuarios
# Data de inicio: 20240603
# Data de termino: 20240609
Regiao;Data;Usuarios recorrentes;Primeiras visitas;Total de usuarios;Usuarios
State of Rio Grande do Sul;20240605;0;2;2;2
State of Santa Catarina;20240603;0;3;3;3
State of Santa Catarina;20240606;0;1;1;1
State of Santa Catarina;20240608;0;1;1;1
State of Santa Catarina;20240609;0;3;3;3
State of Sao Paulo;20240604;0;6;6;6
State of Sao Paulo;20240606;0;3;4;4
Tehran;20240608;0;1;1;1
Texas;20240606;0;1;1;1
Vastra Gotaland County;20240605;0;1;1;1
Victoria;20240605;0;2;2;2
