# ----------------------------------------
# Exportacao do CSV de relatorio
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
# 
# Todos os usuarios
# Data de inicio: 20240527
# Data de termino: 20240602
Regiao;Data;Usuarios recorrentes;Primeiras visitas;Total de usuarios;Usuarios
Ceara;20240527;0;2;2;2
Ceara;20240530;0;1;1;1
Ceara;20240602;0;3;3;3
Centre-Val de Loire;20240531;0;0;1;1
Emilia-Romagna;20240527;0;1;1;1
England;20240529;0;1;1;1
Georgia;20240601;0;1;1;1
Hauts-de-France;20240531;0;0;1;1
Ile-de-France;20240529;0;1;1;1
Istanbul;20240602;0;1;1;1
Kentucky;20240529;0;1;1;1
Lisbon;20240527;0;1;1;1
Lisbon;20240601;0;1;1;1
Lombardy;20240529;0;1;1;1
North Sumatra;20240602;0;1;1;1
Pays de la Loire;20240527;0;1;1;1
Pays de la Loire;20240531;0;1;1;1
Porto District;20240529;0;1;1;1
Setubal;20240601;0;1;1;1
State of Acre;20240530;0;1;1;1
State of Amazonas;20240527;0;1;1;1
State of Amazonas;20240528;0;3;3;3
State of Bahia;20240529;0;3;3;3
State of Bahia;20240530;0;5;5;5
State of Maranhao;20240528;0;2;2;2
State of Maranhao;20240529;0;1;1;1
State of Maranhao;20240530;0;1;1;1
State of Maranhao;20240531;0;1;1;1
State of Maranhao;20240602;0;4;4;4
State of Mato Grosso;20240529;0;1;1;1
State of Para;20240528;0;0;1;0
State of Para;20240602;0;1;1;1
State of Parana;20240527;0;1;1;1
State of Parana;20240529;0;2;3;3
State of Parana;20240530;0;1;1;1
State of Parana;20240602;0;3;3;3
State of Pernambuco;20240529;0;1;2;1
State of Pernambuco;20240530;0;0;1;1
State of Pernambuco;20240601;0;0;1;0
State of Piaui;20240529;0;1;1;1
State of Piaui;20240602;0;2;2;2
State of Rio Grande do Norte;20240529;0;1;1;1
State of Rio Grande do Norte;20240602;0;2;2;2
State of Rio Grande do Sul;20240528;0;2;2;2
State of Rio Grande do Sul;20240529;0;5;5;5
State of Rio Grande do Sul;20240531;0;0;2;0
State of Rio Grande do Sul;20240602;0;3;3;3
State of Rondonia;20240602;0;1;1;1
State of Santa Catarina;20240530;0;2;2;2
State of Santa Catarina;20240601;0;4;4;4
State of Sao Paulo;20240531;0;5;5;5
State of Sergipe;20240527;0;0;1;0
State of Sergipe;20240531;0;1;1;1
State of Sergipe;20240601;0;1;1;1
State of Tocantins;20240530;0;1;1;1
Texas;20240527;0;1;1;1
Vienna;20240527;0;0;1;0
Vila Real District;20240528;0;1;1;1
