# ----------------------------------------
# Exportacao do CSV de relatorio
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
# 
# Todos os usuarios
# Data de inicio: 20231002
# Data de termino: 20231008
Regiao;Data;Usuarios recorrentes;Primeiras visitas;Total de usuarios;Usuarios
State of Mato Grosso do Sul;20231008;1;0;1;1
State of Minas Gerais;20231002;1;2;3;3
State of Minas Gerais;20231003;1;2;3;3
State of Para;20231005;1;0;1;1
State of Para;20231006;1;2;3;3
State of Para;20231008;1;0;1;1
State of Paraiba;20231003;1;0;1;1
State of Parana;20231002;1;1;2;2
State of Parana;20231003;1;1;2;2
State of Parana;20231005;1;0;1;1
State of Parana;20231008;1;3;4;4
State of Pernambuco;20231007;1;0;1;1
State of Piaui;20231004;1;0;1;1
State of Rio Grande do Norte;20231003;1;1;2;2
State of Rio Grande do Norte;20231004;1;1;2;2
State of Rio Grande do Norte;20231005;1;2;3;3
State of Rio Grande do Norte;20231008;1;2;3;3
State of Rio Grande do Sul;20231008;1;4;5;5
State of Santa Catarina;20231004;1;0;1;1
(not set);20231003;0;1;1;1
(not set);20231005;0;1;1;1
(not set);20231007;0;1;1;1
Buenos Aires;20231006;0;1;1;1
California;20231008;0;1;1;1
England;20231002;0;1;1;1
England;20231005;0;1;1;1
Faro District;20231007;0;1;1;1
Federal Territory of Kuala Lumpur;20231006;0;1;1;1
Lombardy;20231007;0;1;1;1
Lower Silesian Voivodeship;20231007;0;1;1;1
Massachusetts;20231007;0;0;1;0
New Brunswick;20231004;0;1;1;1
New York;20231007;0;1;1;1
Porto District;20231005;0;1;1;1
Region of Murcia;20231005;0;1;1;1
Setubal;20231005;0;1;1;1
State of Amazonas;20231002;0;3;4;4
State of Amazonas;20231003;0;5;6;6
State of Amazonas;20231004;0;0;1;1
State of Amazonas;20231006;0;2;3;3
State of Amazonas;20231007;0;3;3;3
State of Amazonas;20231008;0;1;1;1
State of Bahia;20231004;0;2;2;2
State of Bahia;20231007;0;1;1;1
State of Espirito Santo;20231006;0;0;1;1
State of Goias;20231002;0;0;1;0
State of Goias;20231008;0;2;2;2
State of Maranhao;20231002;0;1;1;1
State of Maranhao;20231005;0;1;1;1
State of Maranhao;20231008;0;2;2;2
State of Mato Grosso;20231007;0;1;1;1
State of Mato Grosso;20231008;0;1;1;1
State of Minas Gerais;20231004;0;6;6;6
State of Minas Gerais;20231007;0;8;9;9
State of Para;20231003;0;1;1;1
State of Para;20231007;0;1;1;1
State of Paraiba;20231002;0;0;1;0
State of Paraiba;20231004;0;1;2;1
State of Paraiba;20231005;0;1;1;1
State of Paraiba;20231006;0;0;1;0
State of Paraiba;20231007;0;3;3;3
State of Parana;20231006;0;4;5;5
State of Parana;20231007;0;2;2;2
State of Pernambuco;20231003;0;1;2;1
State of Pernambuco;20231004;0;1;1;1
State of Pernambuco;20231006;0;1;2;1
State of Pernambuco;20231008;0;2;2;2
State of Piaui;20231005;0;1;1;1
State of Piaui;20231006;0;1;1;1
State of Rio Grande do Norte;20231002;0;1;1;1
State of Rio Grande do Norte;20231007;0;1;1;1
State of Rio Grande do Sul;20231007;0;2;2;2
State of Rondonia;20231002;0;1;1;1
State of Santa Catarina;20231003;0;1;1;1
State of Santa Catarina;20231005;0;2;2;2
State of Santa Catarina;20231006;0;3;3;3
State of Santa Catarina;20231007;0;0;1;1
State of Santa Catarina;20231008;0;1;1;1
State of Sergipe;20231003;0;1;1;1
State of Sergipe;20231007;0;1;1;1
State of Tocantins;20231003;0;1;1;1
Tamil Nadu;20231004;0;1;1;1
