# ----------------------------------------
# Exportacao do CSV de relatorio
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
# 
# Todos os usuarios
# Data de inicio: 20240701
# Data de termino: 20240707
Cidade;Data;Usuarios;Novos usuarios;Sessoes engajadas;Taxa de engajamento;Sessoes engajadas por usuario;Tempo medio de engajamento;Contagem de eventos;Eventos principais;Taxa de eventos principais do usuario;Receita total
Havana;20240707;1;1;1;1;1;13;4;0;0;0
Indaial;20240705;1;1;1;1;1;41;6;0;0;0
Ipatinga;20240704;1;1;0;0;0;7;4;0;0;0
Itabaiana;20240702;1;1;1;1;1;10;4;0;0;0
Itabira;20240702;1;1;0;0;0;0;4;0;0;0
Itaborai;20240704;1;0;1;0.5;1;23;11;0;0;0
Itaborai;20240705;1;0;1;1;1;16;9;0;0;0
Itaguai;20240703;1;1;1;1;1;24;5;0;0;0
Itajai;20240707;1;1;0;0;0;7;4;0;0;0
Itaperuna;20240706;1;0;1;1;1;166;19;0;0;0
Itaperuna;20240707;1;1;0;0;0;3;4;0;0;0
Itaquaquecetuba;20240703;1;1;0;0;0;0;4;0;0;0
Joanopolis;20240706;1;0;1;1;1;274;36;0;0;0
Joao Pessoa;20240704;1;0;1;1;1;77;18;0;0;0
Jose Bonifacio;20240701;1;1;1;1;1;10;4;0;0;0
Juiz de Fora;20240701;1;0;1;1;1;203;10;0;0;0
Juiz de Fora;20240702;1;0;1;1;1;289;70;0;0;0
Juiz de Fora;20240705;1;0;1;1;1;128;9;0;0;0
Jundiai;20240706;1;0;1;1;1;0;1;0;0;0
Leopoldina;20240701;1;0;2;0.2857142857142857;2;34;32;0;0;0
Leopoldina;20240702;1;0;6;0.75;6;684;165;0;0;0
Leopoldina;20240703;1;0;1;1;1;244;104;0;0;0
Leopoldina;20240704;1;0;3;0.75;3;344;62;0;0;0
Leopoldina;20240705;1;0;5;0.625;5;1378;296;0;0;0
Leopoldina;20240706;1;0;3;1;3;190;55;0;0;0
Leopoldina;20240707;1;0;3;0.75;3;206;45;0;0;0
Lorena;20240704;1;1;0;0;0;0;4;0;0;0
Lucca;20240704;1;1;1;1;1;20;4;0;0;0
Lulea;20240703;1;1;1;1;1;1;4;0;0;0
Lynn;20240706;1;1;1;1;1;16;6;0;0;0
Macae;20240701;1;0;1;1;1;118;10;0;0;0
Macae;20240702;1;1;1;1;1;491;39;0;0;0
Macapa;20240706;1;1;1;1;1;182;36;0;0;0
Madrid;20240703;1;0;0;0;0;6;4;0;0;0
Manaus;20240702;1;0;1;1;1;262;40;0;0;0
Manaus;20240703;1;0;3;1;3;2675;128;0;0;0
Manaus;20240704;1;0;2;1;2;178;48;0;0;0
Manaus;20240705;1;0;1;1;1;7;3;0;0;0
Manaus;20240707;1;0;1;1;1;16;13;0;0;0
Marica;20240704;1;1;0;0;0;4;4;0;0;0
Maua;20240701;1;1;1;0.5;1;16;6;0;0;0
Mexico City;20240706;1;0;1;0.5;1;12;11;0;0;0
Mogi das Cruzes;20240703;1;1;0;0;0;0;3;0;0;0
Mont-Saint-Hilaire;20240703;1;1;1;1;1;26;5;0;0;0
Montevideo;20240701;1;1;1;1;1;85;24;0;0;0
Mossoro;20240707;1;1;0;0;0;0;3;0;0;0
Natal;20240702;1;1;1;1;1;70;5;0;0;0
Natal;20240706;1;1;0;0;0;0;4;0;0;0
Niteroi;20240704;1;0;1;1;1;107;32;0;0;0
Nova Friburgo;20240703;1;1;0;0;0;8;5;0;0;0
Nova Friburgo;20240704;1;0;2;1;2;73;14;0;0;0
Nova Friburgo;20240707;1;0;1;1;1;31;9;0;0;0
Nova Iguacu;20240705;1;0;1;1;1;52;2;0;0;0
Nova Mutum;20240702;1;1;0;0;0;0;3;0;0;0
Novo Hamburgo;20240701;1;1;0;0;0;0;3;0;0;0
Osasco;20240704;1;1;0;0;0;0;3;0;0;0
Palma;20240703;1;1;1;1;1;24;7;0;0;0
Paranagua;20240702;1;0;1;1;1;5;3;0;0;0
Paranavai;20240705;1;0;0;0;0;0;3;0;0;0
Paulista;20240706;1;0;1;1;1;144;4;0;0;0
Pelotas;20240701;1;1;0;0;0;0;3;0;0;0
Peruibe;20240702;1;1;1;1;1;97;13;0;0;0
Petropolis;20240703;1;0;1;1;1;61;10;0;0;0
Picos;20240707;1;1;0;0;0;0;3;0;0;0
Pitangueiras;20240704;1;1;1;1;1;103;29;0;0;0
Plaisir;20240701;1;0;1;1;1;28;11;0;0;0
Pombal;20240701;1;0;2;1;2;1073;119;0;0;0
Pombal;20240706;1;0;2;1;2;4444;59;0;0;0
Pombal;20240707;1;0;1;1;1;287;37;0;0;0
Porto Alegre;20240701;1;1;1;1;1;20;5;0;0;0
Porto Alegre;20240704;1;1;1;1;1;40;13;0;0;0
Porto Alegre;20240706;1;1;0;0;0;7;4;0;0;0
Porto Alegre;20240707;1;1;0;0;0;2;5;0;0;0
Queimados;20240707;1;1;1;1;1;23;4;0;0;0
Recife;20240701;1;1;1;1;1;152;21;0;0;0
Recife;20240702;1;1;1;1;1;88;5;0;0;0
Ribeirao Preto;20240702;1;1;1;1;1;43;11;0;0;0
Rio Bonito;20240704;1;0;1;1;1;103;22;0;0;0
Rio Bonito;20240705;1;0;2;0.6666666666666666;2;130;37;0;0;0
Rio Bonito;20240706;1;0;1;0.5;1;118;18;0;0;0
Rio Bonito;20240707;1;0;1;0.3333333333333333;1;4;11;0;0;0
Rio Branco;20240704;1;1;1;1;1;71;15;0;0;0
Rio Grande;20240702;1;1;1;1;1;80;12;0;0;0
Rio das Ostras;20240706;1;0;1;1;1;10;3;0;0;0
Rolandia;20240705;1;0;1;1;1;6;4;0;0;0
Rolandia;20240706;1;0;1;1;1;0;1;0;0;0
Safed;20240703;1;1;1;1;1;71;5;0;0;0
Santarem;20240706;1;1;0;0;0;0;3;0;0;0
Sao Bernardo do Campo;20240701;1;0;1;1;1;39;4;0;0;0
Sao Francisco de Paula;20240703;1;0;0;0;0;0;3;0;0;0
Sao Goncalo;20240701;1;1;1;0.5;1;122;10;0;0;0
Sao Luis;20240702;1;1;1;1;1;55;5;0;0;0
Sao Luis;20240707;1;1;0;0;0;0;3;0;0;0
Sao Mateus do Sul;20240707;1;1;1;1;1;14;5;0;0;0
Sao Vicente;20240704;1;1;0;0;0;5;5;0;0;0
Seropedica;20240704;1;0;1;1;1;14;6;0;0;0
Serra;20240706;1;1;1;1;1;38;5;0;0;0
Sete Lagoas;20240702;1;0;1;1;1;12;6;0;0;0
Sete Lagoas;20240705;1;1;1;1;1;39;4;0;0;0
Sete Lagoas;20240707;1;1;1;1;1;7;4;0;0;0
Sorocaba;20240702;1;0;1;1;1;86;21;0;0;0
Sorocaba;20240705;1;1;1;1;1;70;5;0;0;0
Uba;20240703;1;1;1;1;1;13;5;0;0;0
Uberlandia;20240701;1;0;1;0.5;1;675;66;0;0;0
Uniao dos Palmares;20240702;1;1;1;1;1;25;6;0;0;0
Vila Velha;20240703;1;0;1;0.5;1;15;10;0;0;0
Vila Velha;20240704;1;1;1;1;1;21;4;0;0;0
Vila Velha;20240706;1;1;1;0.5;1;107;15;0;0;0
Vitoria;20240701;1;1;0;0;0;0;5;0;0;0
Vitoria;20240705;1;0;1;1;1;511;29;0;0;0
Vitoria;20240707;1;1;0;0;0;0;3;0;0;0
Vitoria da Conquista;20240701;1;0;1;1;1;105;22;0;0;0
Vitoria da Conquista;20240705;1;0;1;1;1;66;9;0;0;0
Volta Redonda;20240704;1;1;0;0;0;0;3;0;0;0
Volta Redonda;20240705;1;1;1;1;1;81;13;0;0;0
Araraquara;20240701;0;0;0;0;0;0;3;0;0;0
Belo Horizonte;20240704;0;0;0;0;0;0;2;0;0;0
Duque de Caxias;20240705;0;0;0;0;0;0;5;0;0;0
Goiania;20240706;0;0;0;0;0;0;3;0;0;0
Joinville;20240707;0;0;0;0;0;0;2;0;0;0
Maceio;20240704;0;0;0;0;0;0;4;0;0;0
Natal;20240703;0;0;0;0;0;0;2;0;0;0
Varginha;20240704;0;0;0;0;0;0;2;0;0;0
