# ----------------------------------------
# Exportacao do CSV de relatorio
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
# 
# Todos os usuarios
# Data de inicio: 20240624
# Data de termino: 20240630
Cidade;Data;Usuarios;Novos usuarios;Sessoes engajadas;Taxa de engajamento;Sessoes engajadas por usuario;Tempo medio de engajamento;Contagem de eventos;Eventos principais;Taxa de eventos principais do usuario;Receita total
Fortaleza;20240625;2;2;2;1;1;22.5;9;0;0;0
Fortaleza;20240627;2;1;2;1;1;126.5;15;0;0;0
Franca;20240625;2;2;0;0;0;0;11;0;0;0
Franca;20240626;2;2;0;0;0;0;12;0;0;0
Franca;20240627;2;2;2;0.6666666666666666;1;10;13;0;0;0
Goiania;20240624;2;1;1;0.3333333333333333;0.5;12;8;0;0;0
Goiania;20240625;2;2;2;1;1;273;98;0;0;0
Goiania;20240630;2;1;1;0.5;0.5;75;52;0;0;0
Joao Pessoa;20240625;2;2;2;1;1;836.5;333;0;0;0
Kitchener;20240629;2;1;2;1;1;33;26;0;0;0
Maceio;20240624;2;0;6;0.8571428571428571;3;149;81;0;0;0
Maceio;20240626;2;1;1;0.25;0.5;18.5;14;0;0;0
Manaus;20240624;2;0;3;1;1.5;417.5;122;0;0;0
Mesquita;20240624;2;1;2;1;1;316.5;43;0;0;0
Natal;20240627;2;0;2;0.6666666666666666;1;239.5;51;0;0;0
Natal;20240630;2;2;2;1;1;24.5;10;0;0;0
New York;20240629;2;2;0;0;0;0;6;0;0;0
Niteroi;20240628;2;1;2;1;1;8;7;0;0;0
Niteroi;20240629;2;0;3;0.75;1.5;135;87;0;0;0
Parnamirim;20240627;2;2;1;0.5;0.5;16.5;8;0;0;0
Petropolis;20240624;2;2;2;1;1;32.5;17;0;0;0
Porto Alegre;20240629;2;1;1;0.3333333333333333;0.5;117;29;0;0;0
Recife;20240629;2;2;1;0.5;0.5;8;7;0;0;0
Rondonopolis;20240627;2;2;2;1;1;133.5;13;0;0;0
Sao Goncalo;20240630;2;0;2;0.6666666666666666;1;52.5;27;0;0;0
Sao Paulo;20240628;2;2;2;0.6666666666666666;1;27.5;13;0;0;0
Serra;20240625;2;0;2;0.6666666666666666;1;169.5;98;0;0;0
Vila Velha;20240626;2;1;3;1;1.5;34.5;19;0;0;0
Vitoria;20240625;2;1;1;0.3333333333333333;0.5;9.5;15;0;0;0
Alegrete;20240630;1;1;1;1;1;362;14;0;0;0
Alem Paraiba;20240627;1;0;1;1;1;32;8;0;0;0
Amadora;20240626;1;1;0;0;0;0;3;0;0;0
Amadora;20240629;1;0;1;1;1;93;12;0;0;0
Americana;20240624;1;1;1;1;1;289;37;0;0;0
Anapolis;20240624;1;1;1;1;1;229;27;0;0;0
Anapolis;20240625;1;1;0;0;0;0;3;0;0;0
Anapolis;20240626;1;0;0;0;0;3273;280;0;0;0
Angra dos Reis;20240627;1;1;1;1;1;57;15;0;0;0
Angra dos Reis;20240629;1;1;2;1;2;387;35;0;0;0
Aracaju;20240624;1;1;0;0;0;0;3;0;0;0
Araraquara;20240624;1;1;1;1;1;52;5;0;0;0
Araruama;20240628;1;1;0;0;0;0;3;0;0;0
Areal;20240630;1;0;1;0.5;1;160;57;0;0;0
Barcelona;20240630;1;0;1;1;1;274;55;0;0;0
Barra Mansa;20240630;1;1;1;1;1;101;14;0;0;0
Barra do Pirai;20240625;1;1;0;0;0;8;4;0;0;0
Belem;20240624;1;1;0;0;0;0;3;0;0;0
Belem;20240626;1;1;0;0;0;7;4;0;0;0
Belem;20240630;1;1;0;0;0;5;4;0;0;0
Belo Horizonte;20240625;1;1;1;1;1;10;5;0;0;0
Belo Horizonte;20240630;1;1;0;0;0;0;3;0;0;0
Boardman;20240626;1;1;0;0;0;0;3;0;0;0
Bom Jesus do Itabapoana;20240625;1;0;2;1;2;27;7;0;0;0
Bom Jesus do Itabapoana;20240626;1;0;1;1;1;11;4;0;0;0
Bom Jesus do Itabapoana;20240629;1;0;4;1;4;2334;245;0;0;0
Braco do Norte;20240624;1;1;1;1;1;23;5;0;0;0
Braganca Paulista;20240624;1;1;0;0;0;0;3;0;0;0
Brasilia;20240629;1;0;1;0.3333333333333333;1;652;18;0;0;0
Brusque;20240628;1;1;1;1;1;85;7;0;0;0
Cabo Frio;20240624;1;1;1;1;1;30;8;0;0;0
Campina Grande;20240630;1;1;0;0;0;0;4;0;0;0
Campinas;20240630;1;1;1;1;1;10;5;0;0;0
Campo Grande;20240628;1;0;1;1;1;76;19;0;0;0
Campos dos Goytacazes;20240627;1;1;0;0;0;0;3;0;0;0
Capela do Alto;20240629;1;1;0;0;0;0;3;0;0;0
Carangola;20240624;1;1;1;1;1;89;15;0;0;0
Cataguases;20240624;1;0;1;1;1;222;16;0;0;0
Caxias do Sul;20240630;1;1;1;1;1;9;4;0;0;0
Clevelandia;20240628;1;1;1;1;1;10;8;0;0;0
Clinton;20240629;1;1;0;0;0;0;3;0;0;0
Concordia;20240627;1;1;1;1;1;60;5;0;0;0
Contagem;20240626;1;1;1;1;1;13;5;0;0;0
Curitiba;20240624;1;1;1;1;1;25;4;0;0;0
Curitiba;20240629;1;1;1;1;1;38;5;0;0;0
Duque de Caxias;20240625;1;1;1;1;1;107;27;0;0;0
Duque de Caxias;20240626;1;1;1;1;1;32;4;0;0;0
Duque de Caxias;20240628;1;1;1;0.5;1;14;12;0;0;0
Duque de Caxias;20240630;1;0;1;1;1;148;70;0;0;0
Feira de Santana;20240624;1;1;1;1;1;7;4;0;0;0
Feira de Santana;20240629;1;1;0;0;0;4;4;0;0;0
Fernandopolis;20240624;1;1;1;1;1;21;4;0;0;0
Florianopolis;20240630;1;1;0;0;0;0;3;0;0;0
Fort Lauderdale;20240630;1;1;1;1;1;72;4;0;0;0
Fortaleza;20240624;1;1;1;1;1;33;5;0;0;0
Fortaleza;20240629;1;1;0;0;0;0;3;0;0;0
Fortaleza;20240630;1;0;2;1;2;312;72;0;0;0
Franca;20240624;1;1;1;0.5;1;10;7;0;0;0
Goiana;20240624;1;1;1;1;1;1;5;0;0;0
Goiania;20240626;1;0;1;1;1;104;17;0;0;0
Goiania;20240629;1;1;0;0;0;0;3;0;0;0
Gravatai;20240625;1;1;1;1;1;28;5;0;0;0
Gravatai;20240629;1;1;1;1;1;73;12;0;0;0
Greerton;20240624;1;1;0;0;0;0;4;0;0;0
Guarapari;20240626;1;1;2;1;2;641;106;0;0;0
Guarapari;20240627;1;0;1;1;1;41;10;0;0;0
Guarulhos;20240629;1;1;1;1;1;250;16;0;0;0
Indaiatuba;20240628;1;1;2;1;2;143;44;0;0;0
Isfahan;20240624;1;1;1;1;1;15;4;0;0;0
Itaborai;20240625;1;0;1;1;1;70;10;0;0;0
Itaborai;20240628;1;0;2;0.6666666666666666;2;292;42;0;0;0
Itabuna;20240624;1;1;1;1;1;13;4;0;0;0
Itaperuna;20240624;1;0;1;1;1;33;9;0;0;0
Itapevi;20240624;1;1;1;1;1;327;8;0;0;0
Itapipoca;20240626;1;0;1;1;1;172;34;0;0;0
Iuna;20240628;1;1;1;1;1;49;15;0;0;0
Jaboatao dos Guararapes;20240629;1;1;1;1;1;130;5;0;0;0
Joao Monlevade;20240630;1;1;0;0;0;0;3;0;0;0
Joao Pessoa;20240626;1;1;1;1;1;200;39;0;0;0
Joao Pessoa;20240627;1;1;1;1;1;103;18;0;0;0
Joao Pessoa;20240628;1;1;0;0;0;0;3;0;0;0
Joao Pessoa;20240629;1;1;0;0;0;1;4;0;0;0
Joao Pinheiro;20240629;1;1;0;0;0;0;4;0;0;0
Joinville;20240627;1;1;0;0;0;3;4;0;0;0
Joinville;20240629;1;1;1;1;1;49;8;0;0;0
Juiz de Fora;20240624;1;0;1;1;1;96;10;0;0;0
Juiz de Fora;20240625;1;0;2;1;2;1130;28;0;0;0
Juiz de Fora;20240626;1;0;1;0.5;1;440;69;0;0;0
Juiz de Fora;20240627;1;0;1;1;1;47;9;0;0;0
Juiz de Fora;20240629;1;0;1;1;1;279;22;0;0;0
Juiz de Fora;20240630;1;1;1;1;1;1;4;0;0;0
Lavras;20240624;1;1;0;0;0;3;4;0;0;0
Leopoldina;20240624;1;0;1;1;1;1;4;0;0;0
Leopoldina;20240625;1;0;2;0.4;2;125;33;0;0;0
Leopoldina;20240626;1;1;1;1;1;41;4;0;0;0
Leopoldina;20240627;1;0;1;0.25;1;28;12;0;0;0
Leopoldina;20240628;1;0;1;1;1;12;8;0;0;0
Leopoldina;20240629;1;0;6;0.8571428571428571;6;580;197;0;0;0
Leopoldina;20240630;1;0;1;0.5;1;421;100;0;0;0
Linhares;20240626;1;1;1;1;1;8;5;0;0;0
Lisbon;20240626;1;1;1;1;1;119;30;0;0;0
Lisbon;20240629;1;1;1;1;1;19;4;0;0;0
Lisbon;20240630;1;1;1;1;1;3;5;0;0;0
Macae;20240627;1;1;0;0;0;6;4;0;0;0
Macae;20240629;1;1;1;1;1;3;4;0;0;0
Maceio;20240630;1;0;4;1;4;798;261;0;0;0
Madrid;20240625;1;1;0;0;0;6;5;0;0;0
Madrid;20240629;1;0;1;1;1;67;1;0;0;0
Mage;20240624;1;0;1;1;1;14;7;0;0;0
Mage;20240627;1;1;1;1;1;283;27;0;0;0
Mage;20240628;1;1;1;1;1;89;5;0;0;0
Manaus;20240626;1;0;1;1;1;377;36;0;0;0
Manaus;20240630;1;1;1;0.5;1;25;6;0;0;0
Manhuacu;20240627;1;1;0;0;0;6;4;0;0;0
Marau;20240630;1;1;0;0;0;0;3;0;0;0
Marica;20240624;1;1;1;1;1;44;10;0;0;0
Marica;20240626;1;1;2;1;2;266;46;0;0;0
Marica;20240628;1;1;0;0;0;0;3;0;0;0
Melbourne;20240624;1;1;1;1;1;50;8;0;0;0
Mesquita;20240626;1;1;1;1;1;44;5;0;0;0
Mesquita;20240627;1;1;0;0;0;0;3;0;0;0
Mesquita;20240628;1;0;1;1;1;199;24;0;0;0
Mesquita;20240629;1;0;0;0;0;53;4;0;0;0
Milan;20240624;1;0;1;1;1;132;22;0;0;0
Moji-Mirim;20240624;1;1;1;1;1;57;5;0;0;0
Montreal;20240624;1;1;0;0;0;0;3;0;0;0
Natal;20240625;1;0;1;0.5;1;21;5;0;0;0
New York;20240630;1;1;0;0;0;0;3;0;0;0
Nilopolis;20240630;1;1;1;1;1;45;4;0;0;0
Nova Friburgo;20240624;1;1;3;0.75;3;537;107;0;0;0
Nova Friburgo;20240629;1;1;1;1;1;53;9;0;0;0
Nova Friburgo;20240630;1;0;1;0.5;1;117;20;0;0;0
Nova Iguacu;20240627;1;1;1;1;1;179;33;0;0;0
Nova Iguacu;20240630;1;0;1;1;1;103;22;0;0;0
Nova Serrana;20240626;1;1;1;1;1;155;6;0;0;0
Oak Ridge;20240625;1;1;2;1;2;322;51;0;0;0
Orihuela;20240629;1;0;2;1;2;98;18;0;0;0
Osasco;20240629;1;1;1;1;1;108;4;0;0;0
Osorio;20240625;1;1;1;1;1;4;7;0;0;0
Paranavai;20240629;1;0;1;1;1;0;2;0;0;0
Paris;20240628;1;1;0;0;0;0;3;0;0;0
Patos;20240630;1;1;1;1;1;11;5;0;0;0
Paty do Alferes;20240624;1;1;1;1;1;339;35;0;0;0
Peruibe;20240630;1;1;1;1;1;13;4;0;0;0
Pilar de la Horadada;20240630;1;0;2;1;2;564;54;0;0;0
Pitanga;20240627;1;1;1;1;1;37;4;0;0;0
Planaltina;20240629;1;1;1;1;1;20;6;0;0;0
Pombal;20240624;1;0;4;1;4;1974;114;0;0;0
Pombal;20240625;1;0;5;0.7142857142857143;5;6843;907;0;0;0
Pombal;20240626;1;0;1;1;1;875;24;0;0;0
Pombal;20240627;1;0;1;0.5;1;907;179;0;0;0
Pombal;20240628;1;0;1;1;1;1237;103;0;0;0
Pombal;20240629;1;0;2;1;2;2653;27;0;0;0
Pombal;20240630;1;0;2;1;2;1440;102;0;0;0
Ponta Grossa;20240624;1;1;0;0;0;0;3;0;0;0
Ponta Grossa;20240626;1;1;0;0;0;0;3;0;0;0
Porto;20240625;1;1;1;1;1;92;7;0;0;0
Porto Alegre;20240624;1;1;1;1;1;150;8;0;0;0
Porto Alegre;20240626;1;1;1;1;1;15;4;0;0;0
Porto Alegre;20240630;1;1;0;0;0;0;5;0;0;0
Porto Real;20240630;1;1;1;1;1;66;6;0;0;0
Porto Velho;20240625;1;1;0;0;0;0;3;0;0;0
Porto Velho;20240626;1;1;0;0;0;0;3;0;0;0
Queimados;20240629;1;0;1;1;1;57;3;0;0;0
Recife;20240627;1;0;1;1;1;14;4;0;0;0
Recife;20240628;1;1;1;1;1;50;7;0;0;0
Recife;20240630;1;0;1;1;1;0;2;0;0;0
Ribeirao Preto;20240624;1;1;1;1;1;8;4;0;0;0
Ribeirao Preto;20240629;1;1;0;0;0;0;3;0;0;0
Rio Bonito;20240624;1;0;2;0.6666666666666666;2;225;57;0;0;0
Rio Bonito;20240627;1;0;2;0.6666666666666666;2;83;31;0;0;0
Rio Bonito;20240629;1;0;2;0.4;2;209;58;0;0;0
Rio Grande;20240627;1;1;0;0;0;5;4;0;0;0
Rio do Sul;20240629;1;1;0;0;0;1;4;0;0;0
Saint Petersburg;20240627;1;1;0;0;0;0;3;0;0;0
Saint-Majorique-de-Grantham;20240625;1;1;0;0;0;0;3;0;0;0
Salvador;20240627;1;1;1;1;1;606;12;0;0;0
Salvador;20240628;1;1;0;0;0;0;4;0;0;0
Salvador;20240629;1;1;0;0;0;0;3;0;0;0
Santa Luzia;20240627;1;1;1;1;1;50;4;0;0;0
Santo Antonio de Jesus;20240627;1;1;0;0;0;7;4;0;0;0
Santos;20240624;1;1;1;1;1;180;27;0;0;0
Santos;20240625;1;1;1;1;1;32;13;0;0;0
Sao Bernardo do Campo;20240628;1;1;1;1;1;0;3;0;0;0
Sao Carlos;20240624;1;1;1;1;1;12;4;0;0;0
Sao Francisco de Paula;20240626;1;0;1;1;1;7;1;0;0;0
Sao Francisco de Paula;20240628;1;0;1;1;1;0;1;0;0;0
Sao Goncalo;20240625;1;0;1;1;1;2;5;0;0;0
Sao Joao de Meriti;20240630;1;1;1;1;1;84;10;0;0;0
Sao Jose;20240627;1;1;1;1;1;488;18;0;0;0
Sao Jose dos Pinhais;20240628;1;0;1;1;1;0;1;0;0;0
Sao Luis;20240629;1;1;1;0.5;1;8;7;0;0;0
Sao Pedro da Aldeia;20240627;1;1;1;1;1;34;5;0;0;0
Sao Vicente;20240627;1;0;2;1;2;98;28;0;0;0
Sao Vicente;20240628;1;0;1;1;1;9;6;0;0;0
Sao Vicente;20240630;1;0;1;1;1;12;4;0;0;0
Sapucaia;20240629;1;1;1;1;1;100;4;0;0;0
Sapucaia do Sul;20240629;1;1;0;0;0;0;3;0;0;0
Saquarema;20240627;1;1;1;1;1;752;28;0;0;0
Seropedica;20240628;1;0;1;1;1;180;39;0;0;0
Serra;20240629;1;1;1;1;1;12;4;0;0;0
Sertaozinho;20240629;1;0;1;1;1;1;4;0;0;0
Setubal;20240625;1;1;1;1;1;41;12;0;0;0
Setubal;20240626;1;0;1;1;1;9;5;0;0;0
Shrewsbury;20240629;1;0;1;1;1;12;6;0;0;0
Shrewsbury;20240630;1;0;2;1;2;38;14;0;0;0
Sorocaba;20240624;1;0;2;1;2;504;162;0;0;0
Sorocaba;20240625;1;0;1;1;1;67;19;0;0;0
Sorocaba;20240627;1;1;1;1;1;22;5;0;0;0
Sorocaba;20240628;1;0;1;1;1;18;12;0;0;0
Tangara da Serra;20240627;1;1;1;1;1;39;7;0;0;0
Teofilo Otoni;20240627;1;1;1;1;1;11;5;0;0;0
Teresina;20240630;1;1;1;1;1;52;7;0;0;0
Toledo;20240624;1;1;1;1;1;785;129;0;0;0
Toledo;20240627;1;1;1;1;1;939;21;0;0;0
Toledo;20240628;1;1;0;0;0;0;4;0;0;0
Uberlandia;20240627;1;1;0;0;0;0;3;0;0;0
Uberlandia;20240628;1;0;1;1;1;192;12;0;0;0
Uberlandia;20240629;1;0;4;1;4;2813;133;0;0;0
Uruguaiana;20240624;1;1;1;1;1;46;10;0;0;0
Valenca;20240624;1;1;1;1;1;175;14;0;0;0
Varginha;20240624;1;0;2;1;2;352;32;0;0;0
Varginha;20240629;1;0;1;1;1;340;79;0;0;0
Varginha;20240630;1;0;2;1;2;480;45;0;0;0
Vassouras;20240629;1;0;1;1;1;17;3;0;0;0
Viamao;20240629;1;1;1;1;1;302;55;0;0;0
Vitoria;20240626;1;1;1;1;1;123;10;0;0;0
Vitoria;20240627;1;1;1;1;1;58;5;0;0;0
Vitoria;20240628;1;0;1;1;1;18;10;0;0;0
Vitoria;20240629;1;0;0;0;0;0;2;0;0;0
Vitoria;20240630;1;1;0;0;0;0;3;0;0;0
Volta Redonda;20240624;1;1;0;0;0;0;3;0;0;0
Volta Redonda;20240630;1;1;1;1;1;0;5;0;0;0
Waterloo;20240627;1;0;1;1;1;90;40;0;0;0
Xangri-la;20240626;1;0;0;0;0;0;2;0;0;0
Xangri-la;20240630;1;1;1;1;1;20;6;0;0;0
Belo Horizonte;20240629;0;0;0;0;0;0;2;0;0;0
Canoas;20240630;0;0;0;0;0;0;2;0;0;0
Goiania;20240628;0;0;0;0;0;0;2;0;0;0
Itaperuna;20240627;0;0;0;0;0;0;2;0;0;0
Natal;20240624;0;0;0;0;0;0;2;0;0;0
Petropolis;20240625;0;0;0;0;0;0;2;0;0;0
Sao Goncalo;20240629;0;0;0;0;0;0;2;0;0;0
Serra;20240626;0;0;0;0;0;0;3;0;0;0
Vila Velha;20240624;0;0;0;0;0;0;2;0;0;0
