# ----------------------------------------
# Exportacao do CSV de relatorio
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
# 
# Todos os usuarios
# Data de inicio: 20240708
# Data de termino: 20240714
Cidade;Data;Usuarios;Novos usuarios;Sessoes engajadas;Taxa de engajamento;Sessoes engajadas por usuario;Tempo medio de engajamento;Contagem de eventos;Eventos principais;Taxa de eventos principais do usuario;Receita total
Manuel Alberti;20240711;1;1;0;0;0;6;5;0;0;0
Maraba;20240711;1;1;0;0;0;0;3;0;0;0
Marica;20240714;1;1;1;1;1;822;21;0;0;0
Maua;20240712;1;1;0;0;0;0;3;0;0;0
Mesquita;20240711;1;1;1;1;1;23;5;0;0;0
Montes Claros;20240714;1;1;0;0;0;0;3;0;0;0
Montijo;20240712;1;1;0;0;0;0;6;0;0;0
Mossoro;20240711;1;0;1;0.5;1;182;33;0;0;0
Mossoro;20240712;1;0;1;1;1;78;7;0;0;0
Natal;20240709;1;1;0;0;0;0;4;0;0;0
New York;20240708;1;1;1;1;1;246;29;0;0;0
Niteroi;20240708;1;1;0;0;0;0;3;0;0;0
Nova Friburgo;20240710;1;0;1;1;1;75;20;0;0;0
Nova Friburgo;20240711;1;0;1;0.5;1;75;20;0;0;0
Nova Friburgo;20240712;1;1;1;1;1;661;37;0;0;0
Nova Iguacu;20240711;1;1;1;1;1;20;5;0;0;0
Nova Iguacu;20240712;1;1;1;1;1;16;5;0;0;0
Nova Iguacu;20240714;1;1;1;1;1;126;4;0;0;0
Nova Serrana;20240714;1;1;0;0;0;0;3;0;0;0
Osasco;20240709;1;1;1;1;1;98;14;0;0;0
Osorio;20240709;1;0;1;1;1;20;10;0;0;0
Ouro Branco;20240713;1;1;0;0;0;0;3;0;0;0
Palmas;20240709;1;1;1;1;1;15;4;0;0;0
Paranavai;20240714;1;1;0;0;0;2;4;0;0;0
Parnamirim;20240713;1;0;1;1;1;59;6;0;0;0
Parnamirim;20240714;1;0;1;1;1;335;18;0;0;0
Paulista;20240712;1;1;1;1;1;26;6;0;0;0
Pelotas;20240709;1;1;1;1;1;100;18;0;0;0
Pelotas;20240713;1;1;0;0;0;0;3;0;0;0
Petropolis;20240710;1;0;1;1;1;33;9;0;0;0
Pombal;20240709;1;0;1;1;1;358;22;0;0;0
Pombal;20240710;1;0;4;0.8;4;1687;298;0;0;0
Pombal;20240712;1;0;2;1;2;625;48;0;0;0
Pombal;20240713;1;0;1;1;1;1208;46;0;0;0
Pombal;20240714;1;0;3;1;3;524;80;0;0;0
Porto;20240714;1;1;1;1;1;367;32;0;0;0
Porto Alegre;20240708;1;1;0;0;0;0;3;0;0;0
Porto Alegre;20240709;1;1;1;1;1;8;4;0;0;0
Porto Alegre;20240710;1;1;0;0;0;4;4;0;0;0
Porto Alegre;20240712;1;1;1;1;1;40;9;0;0;0
Porto Velho;20240712;1;1;1;1;1;22;4;0;0;0
Quito;20240714;1;1;1;1;1;21;7;0;0;0
Recife;20240712;1;0;4;1;4;3529;297;0;0;0
Recife;20240713;1;0;1;1;1;835;115;0;0;0
Recife;20240714;1;0;1;1;1;1832;201;0;0;0
Rehovot;20240708;1;1;1;1;1;19;8;0;0;0
Ribeirao Preto;20240709;1;1;1;1;1;25;4;0;0;0
Ribeirao das Neves;20240708;1;1;0;0;0;0;3;0;0;0
Rio Bonito;20240713;1;1;1;1;1;68;13;0;0;0
Rio Branco;20240713;1;1;1;1;1;61;11;0;0;0
Rio das Ostras;20240711;1;0;1;0.5;1;43;11;0;0;0
Rio das Ostras;20240714;1;0;1;0.5;1;48;11;0;0;0
Rolandia;20240711;1;0;1;1;1;42;3;0;0;0
Salgueiro;20240709;1;1;1;1;1;0;4;0;0;0
Salvador;20240710;1;1;0;0;0;0;3;0;0;0
San Jose;20240711;1;1;1;1;1;84;17;0;0;0
Santa Vitoria do Palmar;20240711;1;1;1;1;1;0;5;0;0;0
Santo Antonio de Padua;20240711;1;1;1;1;1;63;4;0;0;0
Santos;20240708;1;1;1;1;1;47;5;0;0;0
Santos;20240712;1;1;0;0;0;0;3;0;0;0
Santos;20240714;1;1;1;1;1;28;8;0;0;0
Santos Dumont;20240711;1;1;0;0;0;0;3;0;0;0
Sao Bernardo do Campo;20240711;1;1;1;1;1;10;4;0;0;0
Sao Francisco de Paula;20240708;1;0;1;1;1;6;4;0;0;0
Sao Goncalo;20240708;1;0;1;1;1;293;22;0;0;0
Sao Goncalo;20240714;1;0;1;1;1;73;11;0;0;0
Sao Luis;20240709;1;1;0;0;0;0;3;0;0;0
Sao Luis;20240710;1;1;0;0;0;4;4;0;0;0
Sao Luis;20240711;1;1;1;1;1;46;9;0;0;0
Sao Mateus do Sul;20240710;1;0;0;0;0;0;3;0;0;0
Sao Paulo;20240713;1;1;1;1;1;133;4;0;0;0
Sao Roque;20240711;1;0;1;1;1;38;9;0;0;0
Sao Roque;20240713;1;0;1;1;1;44;15;0;0;0
Sao Roque;20240714;1;0;2;1;2;41;20;0;0;0
Seattle;20240711;1;0;1;1;1;107;22;0;0;0
Seropedica;20240709;1;1;1;1;1;88;26;0;0;0
Seropedica;20240711;1;0;1;1;1;10;3;0;0;0
Serra;20240708;1;0;1;1;1;244;12;0;0;0
Serra;20240709;1;1;0;0;0;2;5;0;0;0
Serra;20240714;1;1;1;1;1;247;7;0;0;0
Sete Lagoas;20240708;1;0;0;0;0;1;4;0;0;0
Shanghai;20240710;1;1;0;0;0;0;3;0;0;0
Shrewsbury;20240712;1;0;2;1;2;106;30;0;0;0
Simoes Filho;20240708;1;1;0;0;0;0;4;0;0;0
Sorocaba;20240712;1;1;1;1;1;22;4;0;0;0
Stockholm;20240708;1;1;1;1;1;38;4;0;0;0
Teresina;20240714;1;1;0;0;0;0;3;0;0;0
Toledo;20240711;1;1;1;1;1;23;5;0;0;0
Trindade;20240712;1;1;1;1;1;72;10;0;0;0
Uberlandia;20240712;1;1;1;1;1;3;4;0;0;0
Varginha;20240710;1;0;1;1;1;103;29;0;0;0
Varginha;20240711;1;0;4;1;4;631;72;0;0;0
Varzea Paulista;20240711;1;1;1;1;1;78;5;0;0;0
Viamao;20240708;1;0;1;1;1;614;102;0;0;0
Viamao;20240710;1;0;2;1;2;272;77;0;0;0
Vicosa;20240708;1;0;1;1;1;14;4;0;0;0
Vicosa;20240713;1;1;2;1;2;562;72;0;0;0
Vila Velha;20240708;1;0;0;0;0;0;3;0;0;0
Vila Velha;20240710;1;1;1;1;1;271;41;0;0;0
Vila Velha;20240713;1;0;1;1;1;2730;254;0;0;0
Vila Velha;20240714;1;0;1;1;1;2750;258;0;0;0
Vitoria;20240710;1;0;1;1;1;56;10;0;0;0
Vitoria;20240711;1;0;1;1;1;196;39;0;0;0
Vitoria;20240713;1;1;1;1;1;16;5;0;0;0
Volta Redonda;20240712;1;1;1;1;1;6;7;0;0;0
Linhares;20240709;0;0;0;0;0;0;6;0;0;0
Linhares;20240711;0;0;0;0;0;0;3;0;0;0
Serra;20240711;0;0;0;0;0;0;3;0;0;0
