# ----------------------------------------
# Exportacao do CSV de relatorio
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
# 
# Todos os usuarios
# Data de inicio: 20240513
# Data de termino: 20240519
Titulo da pagina e nome da tela;Data e hora (AAAAMMDDHH);Sessoes;Usuarios;Novos usuarios;Tempo de engajamento medio por sessao;Eventos principais;Receita total
Campeonatos;2024051820;1;1;0;20;0;0
Campeonatos;2024051822;1;1;0;7;0;0
Campeonatos;2024051823;1;1;0;13;0;0
Campeonatos;2024051910;1;1;0;14;0;0
Campeonatos;2024051914;1;1;0;20;0;0
Campeonatos;2024051915;1;1;0;4;0;0
Campeonatos;2024051918;1;1;0;3;0;0
Campeonatos;2024051920;1;1;0;11;0;0
Campeonatos;2024051921;1;1;0;6;0;0
Campeonatos;2024051923;1;1;0;9;0;0
Campeonatos em 2008;2024051416;1;1;0;1;0;0
Campeonatos em 2023;2024051820;1;1;0;8;0;0
Campeonatos por ano;2024051416;1;1;0;5;0;0
Campeonatos por ano;2024051820;1;1;0;3;0;0
Campo Grande 0 X 1 Fluminense;2024051505;1;1;0;1;0;0
Canto do Rio 0 X 0 Fluminense;2024051906;1;1;0;91;0;0
Canto do Rio 1 X 2 Fluminense;2024051413;1;1;0;5;0;0
Canto do Rio 1 X 3 Fluminense;2024051913;1;1;0;129;0;0
Canto do Rio 2 X 3 Fluminense;2024051913;1;1;0;25;0;0
Canto do Rio 2 X 4 Fluminense;2024051908;1;1;0;122;0;0
Canto do Rio 3 X 3 Fluminense;2024051902;1;1;0;70;0;0
Carioca;2024051309;1;1;0;8;0;0
Carioca 1915;2024051912;1;1;1;26;0;0
Carioca 1919;2024051507;1;1;1;0;0;0
Carioca 1936;2024051820;1;1;0;8;0;0
Carioca 1937;2024051820;1;1;0;6;0;0
Carioca 1937;2024051822;1;1;0;1;0;0
Carioca 1953;2024051309;1;1;0;15;0;0
Carioca 1973;2024051504;1;1;0;8;0;0
Carioca 1975;2024051518;1;1;1;0;0;0
Carioca 1976;2024051819;1;1;0;4;0;0
Carioca 1977;2024051421;1;1;0;57;0;0
Carioca 1978;2024051401;1;1;1;9;0;0
Carioca 1978;2024051611;1;1;0;63;0;0
Carioca 1978;2024051920;1;1;1;33;0;0
Carioca 1979;2024051611;1;1;1;0;0;0
Carioca 1979;2024051721;1;1;1;3;0;0
Carioca 1982;2024051609;1;1;0;8;0;0
Carioca 1984;2024051315;1;1;1;13;0;0
Carioca 1986;2024051401;1;1;0;30;0;0
Carioca 1986;2024051509;1;1;0;9;0;0
Carioca 1986;2024051717;1;1;1;20;0;0
Carioca 1993;2024051323;1;1;0;1;0;0
Carioca 1993;2024051600;1;1;1;20;0;0
Carioca 1993;2024051921;1;1;1;18;0;0
Carioca 1993;2024051923;1;1;1;24;0;0
Carioca 1994;2024051416;1;1;1;12;0;0
Carioca 1994;2024051600;1;1;0;19;0;0
Carioca 1995;2024051321;1;1;0;8;0;0
Carioca 1995;2024051503;1;1;0;129;0;0
Carioca 1995;2024051617;1;1;0;4;0;0
Carioca 2020;2024051602;1;1;0;15;0;0
Carioca 2022;2024051604;1;1;0;5;0;0
Carioca 2023;2024051604;1;1;0;34;0;0
Carioca 2024;2024051812;1;1;0;16;0;0
Carlinhos 2014;2024051710;1;1;0;37;0;0
Carlos Alberto 2007;2024051714;1;1;0;41;0;0
Carlos Andre 1990;2024051307;1;1;1;180;0;0
Carlos Andre 1990;2024051417;1;1;1;29;0;0
Carlos Andre 1990;2024051823;1;1;1;0;0;0
Carlos Eugenio Simon;2024051709;1;1;0;2;0;0
Carlos de Oliveira Monteiro;2024051709;1;1;0;4;0;0
Cartao em campeonato;2024051820;1;1;0;4;0;0
Cartao Arbitros;2024051616;1;1;0;3;0;0
Cartao Arbitros;2024051711;1;1;0;0;0;0
Cartao Arbitros;2024051713;1;1;0;283;0;0
Cartoes Amarelos contra Flamengo;2024051709;1;1;0;3;0;0
Cartoes Amarelos contra Flamengo;2024051710;1;1;0;85;0;0
Cartoes Amarelos contra Flamengo;2024051711;1;1;0;2;0;0
Cartoes Amarelos contra Flamengo;2024051716;1;1;0;2;0;0
Cartoes Amarelos contra Flamengo;2024051813;1;1;0;9;0;0
Cartoes Vermelhos contra Bangu;2024051711;1;1;0;2;0;0
Cartoes Vermelhos contra Botafogo;2024051711;1;1;0;2;0;0
Cartoes Vermelhos contra Corinthians;2024051711;1;1;0;1;0;0
Cartoes Vermelhos contra Flamengo;2024051710;1;1;0;3;0;0
Cartoes Vermelhos contra Flamengo;2024051813;1;1;0;3;0;0
Cartoes Vermelhos contra Olaria;2024051711;1;1;0;7;0;0
Cartoes Vermelhos contra Palmeiras;2024051711;1;1;0;35;0;0
Cartoes Vermelhos contra Vasco;2024051711;1;1;0;15;0;0
Cartoes Vermelhos contra Vasco;2024051813;1;1;0;8;0;0
Cartoes Vermelhos contra Volta Redonda;2024051711;1;1;0;5;0;0
Cartoes em 2024;2024051322;1;1;0;8;0;0
Cartoes no(a) Brasileiro 2023;2024051820;1;1;0;12;0;0
Cartoes por Adversario;2024051709;1;1;0;299;0;0
Cartoes por Adversario;2024051710;1;1;0;517;0;0
Cartoes por Adversario;2024051716;1;1;0;4;0;0
Cartoes por Adversario;2024051813;1;1;0;13;0;0
Cartoes por ano;2024051322;1;1;0;3;0;0
Castilho 1965;2024051316;1;1;0;58;0;0
Castilho 1965;2024051412;1;1;0;19;0;0
Castilho 1965;2024051711;1;1;0;0;0;0
Castilho 1965;2024051822;1;1;0;8;0;0
Castilho 1965;2024051921;1;1;0;52;0;0
Ceara 0 X 2 Fluminense;2024051509;1;1;0;8;0;0
Ceara 1 X 0 Fluminense;2024051318;1;1;0;1;0;0
Ceara 1 X 0 Fluminense;2024051519;1;1;0;2;0;0
Celta de Vigo 2 X 1 Fluminense;2024051509;1;1;0;10;0;0
Ceninho 1954;2024051412;1;1;0;21;0;0
Centenario;2024051713;1;1;0;54;0;0
Centenario de Armenia;2024051520;1;1;0;4;0;0
Central 0 X 1 Fluminense;2024051609;1;1;0;3;0;0
Central 1 X 5 Fluminense;2024051509;1;1;0;7;0;0
Cerro Portenho 0 X 0 Fluminense;2024051301;1;1;0;15;0;0
Cerro Portenho 0 X 0 Fluminense;2024051316;1;1;0;1;0;0
Cerro Portenho 0 X 0 Fluminense;2024051317;1;1;0;4;0;0
Cerro Portenho 0 X 0 Fluminense;2024051514;1;1;0;2;0;0
Cerro Portenho 0 X 0 Fluminense;2024051515;1;1;0;0;0;0
Cerro Portenho 0 X 0 Fluminense;2024051609;1;1;0;0;0;0
Cerro Portenho 0 X 0 Fluminense;2024051622;1;1;0;1;0;0
Cerro Portenho 0 X 2 Fluminense;2024051613;1;1;0;2;0;0
Cerro Portenho 2 X 2 Fluminense;2024051613;1;1;0;18;0;0
Cerro Portenho-Paraguai x Libertad-Paraguai;2024051614;1;1;0;26;0;0
Cerro Portenho-Paraguai x Olimpia-Paraguai;2024051614;1;1;0;75;0;0
Championnats;2024051309;1;1;0;21;0;0
Chapecoense 1 X 0 Fluminense;2024051918;1;1;0;34;0;0
Chapecoense 1 X 2 Fluminense;2024051318;1;1;0;8;0;0
Chapecoense 2 X 1 Fluminense;2024051519;1;1;0;7;0;0
Ciel 2008;2024051316;1;1;0;24;0;0
Ciel 2008;2024051508;1;1;0;0;0;0
Ciel 2008;2024051516;1;1;0;0;0;0
Cinza e Branca 1902 - 1904;2024051414;1;1;0;11;0;0
Cinza e Branca 1902 - 1904;2024051423;1;1;0;0;0;0
Ciro 2011;2024051515;1;1;0;23;0;0
Clinamute Vieira Franca;2024051622;1;1;1;22;0;0
Clube Atletico Ourinhense;2024051722;1;1;1;29;0;0
Claudio Pitbul 2006;2024051307;1;1;0;36;0;0
Claudio Pitbul 2006;2024051316;1;1;0;3;0;0
Clovis 1962;2024051410;1;1;0;0;0;0
Coca Cola;2024051916;1;1;0;19;0;0
Colatina 2 X 3 Fluminense;2024051609;1;1;0;6;0;0
Colo Colo 0 X 1 Fluminense;2024051301;1;1;0;587;0;0
Colo Colo 0 X 1 Fluminense;2024051317;1;1;0;0;0;0
Colo Colo 0 X 1 Fluminense;2024051409;1;1;0;66;0;0
Colo Colo 0 X 1 Fluminense;2024051410;1;1;0;7;0;0
Colo Colo 0 X 1 Fluminense;2024051514;1;1;0;1;0;0
Colo Colo 0 X 1 Fluminense;2024051519;1;1;0;58;0;0
Colo Colo 0 X 1 Fluminense;2024051520;1;1;0;1;0;0
Colo Colo 0 X 3 Fluminense;2024051923;1;1;0;18;0;0
Colocacao em Campeonatos;2024051523;1;1;0;0;0;0
Colocacao em Campeonatos;2024051600;1;1;0;497;0;0
Colonia 3 X 2 Fluminense;2024051305;1;1;1;45;0;0
Compara Adversarios;2024051600;1;1;0;11;0;0
Compara Adversarios;2024051614;1;1;0;15;0;0
Comparacao ano corrente x campanhas historicas;2024051509;1;1;0;19;0;0
Comparacao campeonato corrente x campanhas historicas;2024051422;1;1;0;215;0;0
Comparacao campeonato corrente x campanhas historicas;2024051509;1;1;0;65;0;0
Comparacao campeonato corrente x campanhas historicas;2024051820;1;1;0;10;0;0
Comparacao de campeonatos;2024051820;1;1;0;10;0;0
Comparacao entre anos;2024051523;1;1;0;1;0;0
Conca 2015;2024051417;1;1;0;3;0;0
Conca 2015;2024051608;1;1;0;9;0;0
Conca 2015;2024051709;1;1;0;72;0;0
Conmebol 1996;2024051519;1;1;0;3;0;0
Consolidados de turnos;2024051714;1;1;0;19;0;0
Consolidados de turnos;2024051813;1;1;0;16;0;0
Consolidados de turnos;2024051819;1;1;0;0;0;0
Consolidados de turnos;2024051820;1;1;0;594;0;0
Consulta Turno;2024051523;1;1;0;1;0;0
Consulta Turno;2024051714;1;1;0;4;0;0
Contusoes em 2024;2024051411;1;1;0;4;0;0
Contusoes em 2024;2024051413;1;1;0;0;0;0
Contusoes em 2024;2024051416;1;1;0;207;0;0
Contusoes em 2024;2024051516;1;1;0;184;0;0
Contusoes em 2024;2024051517;1;1;0;1;0;0
Contusoes em 2024;2024051520;1;1;0;77;0;0
Contusoes em 2024;2024051600;1;1;0;30;0;0
Contusoes em 2024;2024051610;1;1;0;46;0;0
Contusoes em 2024;2024051612;1;1;0;10;0;0
Contusoes em 2024;2024051613;1;1;0;28;0;0
Contusoes em 2024;2024051618;1;1;0;43;0;0
Contusoes em 2024;2024051622;1;1;0;40;0;0
Contusoes em 2024;2024051623;1;1;0;0;0;0
Contusoes em 2024;2024051701;1;0;0;0;0;0
Contusoes em 2024;2024051706;1;1;0;1;0;0
Contusoes em 2024;2024051707;1;1;0;35;0;0
Contusoes em 2024;2024051710;1;0;0;0;0;0
Contusoes em 2024;2024051711;1;1;0;25;0;0
Contusoes em 2024;2024051715;1;1;0;4;0;0
Contusoes em 2024;2024051718;1;1;0;0;0;0
Contusoes em 2024;2024051719;1;1;0;49;0;0
Contusoes por Ano;2024051411;1;1;0;4;0;0
Contusoes por Ano;2024051413;1;1;0;1;0;0
Contusoes por Ano;2024051416;1;1;0;2;0;0
Contusoes por Ano;2024051510;1;1;0;2;0;0
Contusoes por Ano;2024051516;1;1;0;1;0;0
Contusoes por Ano;2024051517;1;1;0;4;0;0
Contusoes por Ano;2024051600;1;1;0;1;0;0
Contusoes por Ano;2024051610;1;1;0;7;0;0
Contusoes por Ano;2024051612;1;1;0;1;0;0
Contusoes por Ano;2024051613;1;1;0;16;0;0
Contusoes por Ano;2024051618;1;1;0;2;0;0
Contusoes por Ano;2024051622;1;1;0;2;0;0
Contusoes por Ano;2024051706;1;1;0;1;0;0
Contusoes por Ano;2024051711;1;1;0;2;0;0
Contusoes por Ano;2024051715;1;1;0;2;0;0
Contusoes por Ano;2024051718;1;1;0;2;0;0
Converti 1957;2024051412;1;1;0;35;0;0
Copa Kirim 1987;2024051616;1;1;0;62;0;0
Copa Kirim 1987;2024051617;1;1;0;2;0;0
Copa Montevideu;2024051914;1;1;0;41;0;0
Copa Sul-Minas-Rio 2016;2024051400;1;1;0;39;0;0
Copa Sul-Minas-Rio 2016;2024051523;1;1;0;5;0;0
Copa da 1a. Liga;2024051400;1;1;0;5;0;0
Copa do Brasil;2024051518;1;1;0;6;0;0
Copa do Brasil;2024051523;1;1;0;51;0;0
Copa do Brasil;2024051812;1;1;0;32;0;0
Copa do Brasil;2024051915;1;1;0;31;0;0
Copa do Brasil;2024051918;1;1;0;12;0;0
Copa do Brasil;2024051919;1;1;0;50;0;0
Copa do Brasil 1992;2024051519;1;1;0;8;0;0
Copa do Brasil 1997;2024051523;1;1;0;3;0;0
Copa do Brasil 2000;2024051317;1;1;1;46;0;0
Copa do Brasil 2000;2024051518;1;1;0;3;0;0
Copa do Brasil 2000;2024051914;1;1;1;5;0;0
Copa do Brasil 2001;2024051518;1;1;0;7;0;0
Copa do Brasil 2002;2024051518;1;1;0;14;0;0
Copa do Brasil 2007;2024051519;1;1;0;16;0;0
Copa do Brasil 2007;2024051714;1;1;0;50;0;0
Copa do Brasil 2024;2024051711;1;1;0;2;0;0
Corinthians - Brasileiro;2024051301;1;1;0;73;0;0
Corinthians 0 X 1 Fluminense;2024051616;1;1;0;249;0;0
Corinthians 1 X 0 Fluminense;2024051519;1;1;0;2;0;0
Corinthians 1 X 1 Fluminense;2024051516;1;1;0;123;0;0
Corinthians 1 X 1 Fluminense;2024051918;1;1;0;34;0;0
Corinthians 2 X 0 Fluminense;2024051516;1;1;0;12;0;0
Corinthians 2 X 0 Fluminense;2024051518;1;1;0;0;0;0
Corinthians 2 X 0 Fluminense;2024051519;1;1;0;9;0;0
Corinthians 2 X 1 Fluminense;2024051318;1;1;0;1;0;0
Corinthians 2 X 1 Fluminense;2024051609;1;1;0;47;0;0
Corinthians 2 X 3 Fluminense;2024051523;1;1;0;24;0;0
Corinthians 3 X 0 Fluminense;2024051316;1;1;0;3;0;0
Corinthians 3 X 0 Fluminense;2024051317;1;1;0;0;0;0
Corinthians 3 X 0 Fluminense;2024051514;1;1;0;1;0;0
Corinthians 3 X 0 Fluminense;2024051515;1;1;0;3;0;0
Corinthians 3 X 1 Fluminense;2024051521;1;1;0;4;0;0
Coritiba 1 X 0 Fluminense;2024051707;1;1;0;13;0;0
Coritiba 1 X 1 Fluminense;2024051518;1;1;0;16;0;0
Coritiba 1 X 1 Fluminense;2024051519;1;1;0;8;0;0
Coritiba 1 X 1 Fluminense;2024051913;1;1;0;5;0;0
Coritiba 2 X 0 Fluminense;2024051509;1;1;0;3;0;0
Coritiba 2 X 0 Fluminense;2024051521;1;1;0;0;0;0
Coritiba 2 X 0 Fluminense;2024051522;1;1;0;0;0;0
Coritiba 2 X 0 Fluminense;2024051715;1;1;0;0;0;0
Coritiba 2 X 0 Fluminense;2024051918;1;1;0;10;0;0
Coritiba 3 X 8 Fluminense;2024051814;1;1;0;260;0;0
Criciuma 0 X 2 Fluminense;2024051517;1;1;0;211;0;0
Criciuma 2 X 1 Fluminense;2024051510;1;1;0;6;0;0
Criciuma 3 X 2 Fluminense;2024051918;1;1;0;15;0;0
Criciuma 4 X 1 Fluminense;2024051616;1;1;0;12;0;0
Cristiano 2024;2024051412;1;1;0;38;0;0
Cruzeiro - Brasileiro;2024051301;1;1;0;133;0;0
Cruzeiro 2 X 0 Fluminense;2024051519;1;1;0;4;0;0
Cruzeiro 2 X 1 Fluminense;2024051318;1;1;0;1;0;0
Cruzeiro 2 X 1 Fluminense;2024051918;1;1;0;13;0;0
Cruzeiro 4 X 2 Fluminense;2024051913;1;1;0;12;0;0
Creditos;2024051409;1;1;0;2;0;0
Creditos;2024051613;1;1;0;54;0;0
Creditos;2024051619;1;1;0;71;0;0
Creditos;2024051916;1;1;0;24;0;0
Cuiaba 3 X 0 Fluminense;2024051509;1;1;0;0;0;0
Curiosidades e Titulos;2024051311;1;1;0;8;0;0
Curiosidades e Titulos;2024051400;1;1;0;6;0;0
Curiosidades e Titulos;2024051409;1;1;0;20;0;0
Curiosidades e Titulos;2024051414;1;1;0;85;0;0
Curiosidades e Titulos;2024051416;1;1;0;39;0;0
Curiosidades e Titulos;2024051423;1;1;0;26;0;0
Curiosidades e Titulos;2024051503;1;1;0;8;0;0
Curiosidades e Titulos;2024051514;1;1;0;15;0;0
Curiosidades e Titulos;2024051516;1;1;0;23;0;0
Curiosidades e Titulos;2024051520;1;1;0;78;0;0
Curiosidades e Titulos;2024051614;1;1;0;49;0;0
Curiosidades e Titulos;2024051619;1;1;0;29;0;0
Curiosidades e Titulos;2024051709;1;1;0;35;0;0
Curiosidades e Titulos;2024051813;1;1;0;326;0;0
Curiosidades e Titulos;2024051814;1;1;0;49;0;0
Curiosidades e Titulos;2024051823;1;1;0;8;0;0
Curiosidades e Titulos;2024051921;1;1;0;10;0;0
Cesar 2003;2024051801;1;1;0;14;0;0
Cesar 2003;2024051909;1;1;0;0;0;0
Cesar 2003;2024051910;1;1;0;10;0;0
Cesar 2003;2024051911;1;1;0;0;0;0
Cesar 2003;2024051915;1;1;0;0;0;0
Cicero 1993;2024051412;1;1;1;61;0;0
Cicero 1993;2024051520;1;1;1;8;0;0
Cicero 1993;2024051813;1;1;0;12;0;0
Cicero 1993;2024051816;1;1;0;0;0;0
Cicero 2016;2024051609;1;1;0;4;0;0
Cicero 2016;2024051708;1;1;0;35;0;0
Dago 1991;2024051415;1;1;1;2;0;0
Dago 1991;2024051812;1;1;1;138;0;0
Dario Herrera;2024051423;1;1;0;115;0;0
Dario Herrera;2024051517;1;1;0;1;0;0
Dario Herrera;2024051520;1;1;0;0;0;0
Dario Herrera;2024051600;1;1;0;6;0;0
Dario Herrera;2024051601;1;1;0;0;0;0
Dario Herrera;2024051602;1;1;0;1;0;0
Dario Herrera;2024051607;1;1;0;26;0;0
Dario Herrera;2024051614;1;1;0;35;0;0
De Mori 1936;2024051413;1;1;0;39;0;0
Deco 2013;2024051609;1;1;0;5;0;0
Deco 2013;2024051923;1;1;0;21;0;0
Defensor 0 X 1 Fluminense;2024051318;1;1;0;1;0;0
Delei 1987;2024051413;1;1;0;50;0;0
Delei 1987;2024051510;1;1;0;41;0;0
Delei 1987;2024051609;1;1;0;55;0;0
Denilson 1973;2024051822;1;1;0;8;0;0
Deportivo Cuenca 0 X 2 Fluminense;2024051318;1;1;0;2;0;0
Deportivo Galicia 1 X 3 Fluminense;2024051313;1;1;0;31;0;0
Deportivo Galicia 1 X 3 Fluminense;2024051608;1;1;0;93;0;0
Deportivo Italia 0 X 6 Fluminense;2024051313;1;1;0;12;0;0
Desportiva 1 X 1 Fluminense;2024051609;1;1;0;10;0;0
Dewson Fernando Freitas;2024051713;1;1;0;18;0;0
Didi 1956;2024051413;1;1;0;34;0;0
Diogo 2001;2024051707;1;1;1;119;0;0
Dionisio 1973;2024051413;1;1;0;0;0;0
Dionisio 1973;2024051922;1;1;0;4;0;0
Disputa de Penalty por Adversario;2024051709;1;1;0;4;0;0
Disputa de penalti contra Bangu;2024051709;1;1;0;4;0;0
Distribuicao dos publicos;2024051523;1;1;0;16;0;0
Distancia Percorrida em 2023;2024051414;1;1;0;10;0;0
Distancia percorrida por ano;2024051414;1;1;0;4;0;0
Djair 2003;2024051514;1;1;0;0;0;0
Djair 2003;2024051515;1;1;0;25;0;0
Dodo 2008;2024051608;1;1;0;6;0;0
Douglas Costa 2024;2024051410;1;1;0;26;0;0
Dudu 1994;2024051505;1;1;0;70;0;0
Duilio 1985;2024051609;1;1;0;22;0;0
Dukla 1 X 4 Fluminense;2024051422;1;1;0;23;0;0
Duque 1956;2024051413;1;1;0;34;0;0
Duque 1956;2024051911;1;1;0;9;0;0
Dinamo de Zagreb 0 X 0 Fluminense;2024051923;1;1;0;187;0;0
Edevaldo 1981;2024051819;1;1;0;3;0;0
Edina Alves Batista;2024051714;1;1;0;9;0;0
Edina Alves Batista;2024051717;1;1;0;0;0;0
Edina Alves Batista;2024051718;1;1;0;16;0;0
Edinho 2013;2024051515;1;1;0;12;0;0
Edson 1955;2024051911;1;1;0;9;0;0
Edson Borracha 1966;2024051320;1;1;1;0;0;0
Eduardo 1994;2024051710;1;1;0;9;0;0
Eduardo Guinle;2024051421;1;1;1;55;0;0
Eintracht Frankfurt 4 X 1 Fluminense;2024051505;1;1;0;24;0;0
Elenco de jogadores em 2000;2024051511;1;1;0;22;0;0
Elenco de jogadores em 2001;2024051511;1;1;0;24;0;0
Elenco de jogadores em 2002;2024051511;1;1;0;25;0;0
Elenco de jogadores em 2004;2024051511;1;1;0;21;0;0
Elenco por em Ano;2024051511;1;1;0;15;0;0
Emelec 2 X 1 Fluminense;2024051802;1;1;0;11;0;0
Escurinho 1964;2024051411;1;1;0;35;0;0
Escurinho 1964;2024051822;1;1;0;3;0;0
Especiais Adversarios;2024051300;1;1;0;5;0;0
Especiais Adversarios;2024051310;1;1;0;3;0;0
Especiais Adversarios;2024051313;1;1;0;1;0;0
Especiais Adversarios;2024051317;1;1;0;6;0;0
Especiais Adversarios;2024051414;1;1;0;34;0;0
Especiais Adversarios;2024051419;1;1;0;7;0;0
Especiais Adversarios;2024051421;1;1;0;34;0;0
Especiais Adversarios;2024051423;1;1;0;72;0;0
Especiais Adversarios;2024051518;1;1;0;1;0;0
Especiais Adversarios;2024051521;1;1;0;3;0;0
Especiais Adversarios;2024051600;1;1;0;44;0;0
Especiais Adversarios;2024051603;1;1;0;8;0;0
Especiais Adversarios;2024051609;1;1;0;35;0;0
Especiais Adversarios;2024051614;1;1;0;115;0;0
Especiais Adversarios;2024051615;1;1;0;17;0;0
Especiais Adversarios;2024051616;1;1;0;121;0;0
Especiais Adversarios;2024051618;1;1;0;1;0;0
Especiais Adversarios;2024051705;1;1;0;11;0;0
Especiais Adversarios;2024051709;1;1;0;33;0;0
Especiais Adversarios;2024051710;1;1;0;8;0;0
Especiais Adversarios;2024051713;1;1;0;11;0;0
Especiais Adversarios;2024051715;1;1;0;42;0;0
Especiais Adversarios;2024051716;1;1;0;6;0;0
Especiais Adversarios;2024051721;1;1;0;21;0;0
Especiais Adversarios;2024051800;1;1;0;3;0;0
Especiais Adversarios;2024051813;1;1;0;5;0;0
Especiais Adversarios;2024051820;1;1;0;8;0;0
Especiais Adversarios;2024051912;1;1;0;3;0;0
Especiais Brasileirao;2024051310;1;1;0;9;0;0
Especiais Brasileirao;2024051422;1;1;0;43;0;0
Especiais Brasileirao;2024051514;1;1;0;25;0;0
Especiais Brasileirao;2024051523;1;1;0;80;0;0
Especiais Brasileirao;2024051610;1;1;0;1;0;0
Especiais Brasileirao;2024051611;1;1;0;4;0;0
Especiais Brasileirao;2024051714;1;1;0;103;0;0
Especiais Brasileirao;2024051715;1;1;0;16;0;0
Especiais Brasileirao;2024051717;1;1;0;1;0;0
Especiais Brasileirao;2024051813;1;1;0;14;0;0
Especiais Brasileirao;2024051817;1;1;0;16;0;0
Especiais Brasileirao;2024051818;1;1;0;6;0;0
Especiais Brasileirao;2024051820;1;1;0;7;0;0
Especiais Campeonatos;2024051416;1;1;0;15;0;0
Especiais Campeonatos;2024051422;1;1;0;45;0;0
Especiais Campeonatos;2024051505;1;1;0;7;0;0
Especiais Campeonatos;2024051509;1;1;0;36;0;0
Especiais Campeonatos;2024051516;1;1;0;6;0;0
Especiais Campeonatos;2024051519;1;0;0;0;0;0
Especiais Campeonatos;2024051520;1;1;0;2;0;0
Especiais Campeonatos;2024051616;1;1;0;11;0;0
Especiais Campeonatos;2024051622;1;1;0;11;0;0
Especiais Campeonatos;2024051716;1;1;0;4;0;0
Especiais Campeonatos;2024051800;1;1;0;10;0;0
Especiais Campeonatos;2024051818;1;1;0;19;0;0
Especiais Campeonatos;2024051820;1;1;0;111;0;0
Especiais Campeonatos;2024051821;1;1;0;17;0;0
Especiais Campeonatos;2024051914;1;1;0;7;0;0
Especiais Campeonatos;2024051915;1;1;0;3;0;0
Especiais Classicos;2024051523;1;1;0;11;0;0
Especiais Classicos;2024051708;1;1;0;7;0;0
Especiais Classicos;2024051719;1;1;0;6;0;0
Especiais Classicos;2024051820;1;1;0;7;0;0
Especiais Classicos;2024051823;1;1;0;6;0;0
Especiais Estadios;2024051309;1;1;0;2;0;0
Especiais Estadios;2024051423;1;1;0;19;0;0
Especiais Estadios;2024051619;1;1;0;15;0;0
Especiais Estadios;2024051622;1;1;0;2;0;0
Especiais Estadios;2024051923;1;1;0;2;0;0
Especiais Gols e Penalties;2024051609;1;1;0;19;0;0
Especiais Gols e Penalties;2024051719;1;1;0;42;0;0
Especiais Historicos;2024051310;1;1;0;11;0;0
Especiais Historicos;2024051322;1;1;0;16;0;0
Especiais Historicos;2024051409;1;1;0;4;0;0
Especiais Historicos;2024051410;1;1;0;0;0;0
Especiais Historicos;2024051411;1;1;0;53;0;0
Especiais Historicos;2024051413;1;1;0;2;0;0
Especiais Historicos;2024051414;1;1;0;4;0;0
Especiais Historicos;2024051415;1;1;0;0;0;0
Especiais Historicos;2024051416;1;1;0;46;0;0
Especiais Historicos;2024051422;1;1;0;19;0;0
Especiais Historicos;2024051503;1;1;0;29;0;0
Especiais Historicos;2024051509;1;1;0;7;0;0
Especiais Historicos;2024051510;1;1;0;0;0;0
Especiais Historicos;2024051516;1;1;0;13;0;0
Especiais Historicos;2024051520;1;1;0;27;0;0
Especiais Historicos;2024051523;1;1;0;84;0;0
Especiais Historicos;2024051611;1;1;0;1;0;0
Especiais Historicos;2024051701;1;1;0;2;0;0
Especiais Historicos;2024051818;1;1;0;11;0;0
Especiais Historicos;2024051821;1;1;0;10;0;0
Especiais Jogadores;2024051307;1;0;0;0;0;0
Especiais Jogadores;2024051313;1;1;0;2;0;0
Especiais Jogadores;2024051322;1;1;0;11;0;0
Especiais Jogadores;2024051400;1;1;0;111;0;0
Especiais Jogadores;2024051402;1;1;0;19;0;0
Especiais Jogadores;2024051410;1;1;0;6;0;0
Especiais Jogadores;2024051415;1;1;0;6;0;0
Especiais Jogadores;2024051420;1;1;0;68;0;0
Especiais Jogadores;2024051421;1;1;0;23;0;0
Especiais Jogadores;2024051501;1;0;0;0;0;0
Especiais Jogadores;2024051503;1;1;0;140;0;0
Especiais Jogadores;2024051509;1;1;0;1;0;0
Especiais Jogadores;2024051511;1;1;0;1;0;0
Especiais Jogadores;2024051513;1;1;0;13;0;0
Especiais Jogadores;2024051515;1;1;0;11;0;0
Especiais Jogadores;2024051517;1;1;0;0;0;0
Especiais Jogadores;2024051518;1;1;0;6;0;0
Especiais Jogadores;2024051523;1;1;0;61;0;0
Especiais Jogadores;2024051609;1;1;0;15;0;0
Especiais Jogadores;2024051610;1;1;0;10;0;0
Especiais Jogadores;2024051614;1;1;0;53;0;0
Especiais Jogadores;2024051615;1;1;0;21;0;0
Especiais Jogadores;2024051617;1;1;0;0;0;0
Especiais Jogadores;2024051622;1;1;0;7;0;0
Especiais Jogadores;2024051701;1;1;0;20;0;0
Especiais Jogadores;2024051709;1;1;0;64;0;0
Especiais Jogadores;2024051710;1;1;0;18;0;0
Especiais Jogadores;2024051714;1;1;0;100;0;0
Especiais Jogadores;2024051715;1;1;0;43;0;0
Especiais Jogadores;2024051720;1;1;0;11;0;0
Especiais Jogadores;2024051721;1;1;0;48;0;0
Especiais Jogadores;2024051723;1;1;0;23;0;0
Especiais Jogadores;2024051801;1;1;0;3;0;0
Especiais Jogadores;2024051812;1;1;0;2;0;0
Especiais Jogadores;2024051818;1;1;0;6;0;0
Especiais Jogadores;2024051819;1;1;0;70;0;0
Especiais Jogadores;2024051820;1;1;0;5;0;0
Especiais Jogadores;2024051822;1;1;0;10;0;0
Especiais Jogadores;2024051823;1;1;0;8;0;0
Especiais Jogadores;2024051901;1;1;0;15;0;0
Especiais Jogadores;2024051902;1;1;0;5;0;0
Especiais Jogadores;2024051907;1;1;0;1;0;0
Especiais Jogadores;2024051916;1;1;0;17;0;0
