# ----------------------------------------
# Exportacao do CSV de relatorio
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
# 
# Todos os usuarios
# Data de inicio: 20240603
# Data de termino: 20240609
Cidade;Data;Usuarios;Novos usuarios;Sessoes engajadas;Taxa de engajamento;Sessoes engajadas por usuario;Tempo medio de engajamento;Contagem de eventos;Eventos principais;Taxa de eventos principais do usuario;Receita total
Nova Friburgo;20240608;2;1;3;0.75;1.5;376.5;38;0;0;0
Nova Iguacu;20240605;2;1;2;1;1;56;32;0;0;0
Petropolis;20240608;2;2;2;1;1;53;13;0;0;0
Porto Alegre;20240603;2;2;1;0.5;0.5;64;14;0;0;0
Porto Alegre;20240607;2;1;1;0.3333333333333333;0.5;12;15;0;0;0
Salvador;20240607;2;1;2;0.6666666666666666;1;299;65;0;0;0
Salvador;20240609;2;1;1;0.5;0.5;87.5;38;0;0;0
Sao Goncalo;20240606;2;1;2;1;1;824;299;0;0;0
Sao Paulo;20240603;2;1;2;1;1;25;16;0;0;0
Sao Paulo;20240606;2;1;2;1;1;32;8;0;0;0
Sao Paulo;20240608;2;2;1;0.5;0.5;46.5;9;0;0;0
Serra;20240604;2;1;2;1;1;210;34;0;0;0
(not set);20240604;1;0;1;0.3333333333333333;1;37;10;0;0;0
62264;20240608;1;1;1;1;1;10;4;0;0;0
84166;20240607;1;1;1;1;1;148;16;0;0;0
Amadora;20240607;1;0;2;1;2;1922;778;0;0;0
Angra dos Reis;20240609;1;0;1;1;1;14;10;0;0;0
Aparecida de Goiania;20240606;1;1;1;1;1;36;5;0;0;0
Arapiraca;20240603;1;1;1;1;1;36;30;0;0;0
Arapiraca;20240604;1;0;1;1;1;63;37;0;0;0
Araruama;20240608;1;0;1;1;1;25;4;0;0;0
Baltimore;20240603;1;0;1;1;1;47;9;0;0;0
Barra Mansa;20240603;1;0;1;1;1;45;10;0;0;0
Barra do Pirai;20240609;1;1;1;1;1;12;5;0;0;0
Belem;20240609;1;1;1;1;1;13;5;0;0;0
Belford Roxo;20240608;1;1;1;1;1;17;4;0;0;0
Belo Horizonte;20240603;1;1;0;0;0;0;3;0;0;0
Belo Horizonte;20240606;1;0;1;1;1;37;9;0;0;0
Belo Horizonte;20240608;1;1;0;0;0;6;5;0;0;0
Belo Horizonte;20240609;1;1;1;1;1;22;4;0;0;0
Bezerros;20240604;1;0;1;1;1;20;3;0;0;0
Bologna;20240609;1;1;1;1;1;25;11;0;0;0
Braco do Norte;20240607;1;0;1;1;1;1020;50;0;0;0
Cabo Frio;20240608;1;1;1;1;1;157;9;0;0;0
Cacapava;20240606;1;1;1;1;1;48;5;0;0;0
Camacari;20240603;1;0;1;1;1;75;10;0;0;0
Campina Grande;20240605;1;1;2;0.6666666666666666;2;155;17;0;0;0
Campina Grande;20240606;1;1;0;0;0;3;4;0;0;0
Campina Grande;20240608;1;0;1;1;1;78;10;0;0;0
Campo Bom;20240609;1;1;1;1;1;15;5;0;0;0
Campo Grande;20240607;1;1;1;1;1;44;8;0;0;0
Campo Grande;20240609;1;0;1;1;1;409;86;0;0;0
Campos dos Goytacazes;20240604;1;0;1;1;1;50;10;0;0;0
Campos dos Goytacazes;20240605;1;0;2;0.6666666666666666;2;36;12;0;0;0
Campos dos Goytacazes;20240609;1;0;1;1;1;47;15;0;0;0
Canela;20240603;1;1;1;1;1;15;4;0;0;0
Carapicuiba;20240608;1;1;0;0;0;0;3;0;0;0
Caratinga;20240603;1;1;0;0;0;0;3;0;0;0
Carlos Barbosa;20240607;1;0;1;1;1;1675;11;0;0;0
Caucaia;20240605;1;1;1;1;1;149;29;0;0;0
Caucaia;20240608;1;0;1;0.5;1;158;20;0;0;0
Caxias;20240609;1;1;1;1;1;674;35;0;0;0
Caxias do Sul;20240605;1;1;0;0;0;5;5;0;0;0
Caxias do Sul;20240607;1;1;1;1;1;45;7;0;0;0
Challans;20240603;1;1;1;1;1;16;9;0;0;0
Curitiba;20240603;1;1;1;1;1;10;7;0;0;0
Curitiba;20240604;1;0;1;0.5;1;19;5;0;0;0
Curitiba;20240608;1;1;0;0;0;0;3;0;0;0
Curitiba;20240609;1;1;1;1;1;9;7;0;0;0
Dallas;20240606;1;0;1;1;1;69;3;0;0;0
Dublin;20240605;1;1;1;1;1;10;6;0;0;0
Duque de Caxias;20240604;1;1;0;0;0;6;5;0;0;0
Duque de Caxias;20240606;1;1;1;1;1;29;4;0;0;0
Duque de Caxias;20240608;1;1;1;1;1;63;12;0;0;0
Florianopolis;20240603;1;1;0;0;0;2;5;0;0;0
Florianopolis;20240604;1;0;1;1;1;389;59;0;0;0
Florianopolis;20240606;1;1;1;1;1;26;4;0;0;0
Florianopolis;20240609;1;1;1;1;1;66;5;0;0;0
Fortaleza;20240606;1;1;1;1;1;36;5;0;0;0
Fortaleza;20240607;1;0;1;1;1;0;3;0;0;0
Fortaleza;20240609;1;0;1;1;1;107;14;0;0;0
Goiania;20240605;1;0;2;1;2;1685;797;0;0;0
Goiania;20240606;1;1;0;0;0;0;15;0;0;0
Goiania;20240607;1;1;1;0.5;1;255;78;0;0;0
Goiania;20240609;1;0;1;1;1;316;41;0;0;0
Gravatai;20240606;1;1;1;1;1;154;32;0;0;0
Guaira;20240608;1;0;1;1;1;20;9;0;0;0
Guapimirim;20240604;1;0;1;1;1;355;15;0;0;0
Guarapari;20240604;1;0;1;0.5;1;0;5;0;0;0
Guarapari;20240606;1;1;1;1;1;378;32;0;0;0
Guarapari;20240609;1;1;1;1;1;24;8;0;0;0
Guarulhos;20240606;1;1;1;1;1;28;8;0;0;0
Guarulhos;20240607;1;1;1;1;1;15;4;0;0;0
Gunungsitoli Barat;20240605;1;0;1;1;1;18;12;0;0;0
Icara;20240609;1;1;0;0;0;6;4;0;0;0
Iguaba Grande;20240608;1;1;1;1;1;25;5;0;0;0
Indaiatuba;20240609;1;1;1;1;1;70;10;0;0;0
Itaborai;20240603;1;0;1;1;1;142;22;0;0;0
Itaborai;20240605;1;0;1;0.5;1;6;9;0;0;0
Itaguai;20240604;1;1;1;1;1;28;6;0;0;0
Itaguai;20240608;1;0;0;0;0;4;3;0;0;0
Itaperuna;20240605;1;1;1;1;1;400;43;0;0;0
Itauna;20240606;1;0;1;1;1;406;23;0;0;0
Joao Pessoa;20240603;1;1;1;1;1;320;51;0;0;0
Joao Pessoa;20240607;1;1;1;1;1;1027;232;0;0;0
Joinville;20240603;1;1;1;1;1;22;6;0;0;0
Joinville;20240608;1;1;1;1;1;76;16;0;0;0
Joinville;20240609;1;1;1;1;1;499;80;0;0;0
Juiz de Fora;20240603;1;0;2;1;2;66;27;0;0;0
Juiz de Fora;20240604;1;1;0;0;0;0;3;0;0;0
Juiz de Fora;20240609;1;1;1;1;1;66;5;0;0;0
Jundiai;20240603;1;1;0;0;0;4;4;0;0;0
Jundiai;20240608;1;1;0;0;0;2;5;0;0;0
Lagos;20240605;1;1;0;0;0;3;4;0;0;0
Leopoldina;20240608;1;0;3;1;3;377;63;0;0;0
Leopoldina;20240609;1;0;1;1;1;100;16;0;0;0
Lisbon;20240608;1;1;1;1;1;59;16;0;0;0
Lisbon;20240609;1;0;0;0;0;0;1;0;0;0
Littlefield;20240606;1;1;1;1;1;57;5;0;0;0
London;20240603;1;1;1;1;1;15;4;0;0;0
Los Angeles;20240607;1;1;0;0;0;0;4;0;0;0
Maceio;20240607;1;1;1;1;1;89;22;0;0;0
Maceio;20240608;1;0;1;0.5;1;39;15;0;0;0
Maceio;20240609;1;0;1;1;1;154;51;0;0;0
Manaus;20240604;1;0;2;1;2;300;30;0;0;0
Manaus;20240605;1;0;1;1;1;313;44;0;0;0
Manaus;20240606;1;0;1;1;1;57;7;0;0;0
Manaus;20240609;1;0;2;0.6666666666666666;2;198;47;0;0;0
Marechal Deodoro;20240604;1;1;1;1;1;20;4;0;0;0
Mariana;20240606;1;0;1;1;1;20;9;0;0;0
Marica;20240605;1;1;1;1;1;124;5;0;0;0
Marica;20240608;1;0;1;1;1;30;12;0;0;0
Matao;20240609;1;0;1;1;1;41;3;0;0;0
Miami;20240604;1;1;0;0;0;6;4;0;0;0
Milan;20240603;1;1;0;0;0;8;5;0;0;0
Mongagua;20240607;1;0;1;1;1;435;36;0;0;0
Monteiro;20240607;1;1;1;1;1;239;15;0;0;0
Moscow;20240608;1;1;1;0.3333333333333333;1;1901;269;0;0;0
Mossoro;20240606;1;0;1;1;1;763;40;0;0;0
Natal;20240606;1;1;1;1;1;13;5;0;0;0
Natal;20240608;1;1;1;1;1;18;4;0;0;0
Nilopolis;20240609;1;0;1;1;1;57;8;0;0;0
Nova Friburgo;20240606;1;1;1;1;1;43;8;0;0;0
Nova Iguacu;20240606;1;0;1;1;1;61;16;0;0;0
Nova Iguacu;20240607;1;1;1;1;1;464;52;0;0;0
Nova Iguacu;20240608;1;1;1;1;1;70;5;0;0;0
Osasco;20240604;1;1;1;1;1;54;9;0;0;0
Paragominas;20240608;1;1;0;0;0;6;5;0;0;0
Paranavai;20240606;1;0;1;1;1;28;4;0;0;0
Paranavai;20240609;1;1;1;1;1;15;5;0;0;0
Petropolis;20240603;1;0;1;1;1;343;48;0;0;0
Petropolis;20240604;1;1;0;0;0;0;3;0;0;0
Petropolis;20240609;1;0;1;1;1;96;12;0;0;0
Pilar;20240607;1;1;1;1;1;149;7;0;0;0
Planaltina;20240603;1;1;0;0;0;0;3;0;0;0
Pocos de Caldas;20240604;1;1;1;1;1;18;4;0;0;0
Poltava;20240606;1;1;1;1;1;333;36;0;0;0
Poltava;20240607;1;0;1;1;1;837;108;0;0;0
Pombal;20240603;1;0;1;1;1;707;126;0;0;0
Pombal;20240605;1;0;1;1;1;122;19;0;0;0
Pombal;20240606;1;0;1;1;1;307;42;0;0;0
Pombal;20240607;1;0;3;1;3;713;89;0;0;0
Pombal;20240608;1;0;1;1;1;27;10;0;0;0
Poperinge;20240609;1;1;1;1;1;12;5;0;0;0
Porto;20240604;1;1;1;1;1;39;5;0;0;0
Porto Alegre;20240604;1;1;0;0;0;1;4;0;0;0
Quadra;20240605;1;1;1;1;1;51;5;0;0;0
Recife;20240603;1;0;1;0.5;1;45;9;0;0;0
Recife;20240604;1;0;1;0.5;1;21;9;0;0;0
Recife;20240607;1;1;1;1;1;13;4;0;0;0
Recife;20240608;1;0;1;1;1;33;7;0;0;0
Ribeirao Preto;20240608;1;1;1;1;1;15;4;0;0;0
Ribeirao Preto;20240609;1;1;0;0;0;6;4;0;0;0
Rio Branco;20240603;1;1;0;0;0;0;3;0;0;0
Rio Largo;20240608;1;1;1;1;1;23;6;0;0;0
Rolandia;20240607;1;1;1;1;1;19;6;0;0;0
Salvador;20240603;1;0;2;1;2;796;44;0;0;0
Salvador;20240604;1;0;0;0;0;2048;138;0;0;0
Salvador;20240605;1;0;1;1;1;496;62;0;0;0
Salvador;20240606;1;0;2;0.6666666666666666;2;3501;239;0;0;0
Salvador;20240608;1;1;1;1;1;31;4;0;0;0
Santa Maria;20240604;1;1;0;0;0;0;4;0;0;0
Santos;20240603;1;0;2;1;2;19;7;0;0;0
Sao Gabriel;20240607;1;0;0;0;0;0;2;0;0;0
Sao Goncalo;20240605;1;1;1;1;1;17;5;0;0;0
Sao Joao de Meriti;20240609;1;1;1;1;1;44;5;0;0;0
Sao Jose;20240603;1;1;1;1;1;20;6;0;0;0
Sao Jose do Vale do Rio Preto;20240606;1;1;0;0;0;0;5;0;0;0
Sao Miguel;20240609;1;1;1;1;1;393;8;0;0;0
Seropedica;20240608;1;1;1;1;1;33;4;0;0;0
Serra;20240603;1;0;1;1;1;57;21;0;0;0
Serra;20240606;1;1;1;1;1;235;23;0;0;0
Serra;20240609;1;0;2;1;2;81;19;0;0;0
Sete Lagoas;20240605;1;0;1;1;1;189;25;0;0;0
Sete Lagoas;20240608;1;0;1;1;1;38;10;0;0;0
Setubal;20240604;1;0;1;1;1;82;10;0;0;0
Skovde;20240605;1;1;0;0;0;1;4;0;0;0
Taubate;20240607;1;1;1;1;1;6;5;0;0;0
Teresopolis;20240606;1;0;1;1;1;48;11;0;0;0
Tres Coroas;20240608;1;0;1;1;1;20;6;0;0;0
Tres Coroas;20240609;1;0;1;1;1;7;3;0;0;0
Tres Rios;20240606;1;1;1;1;1;16;5;0;0;0
Tres Rios;20240607;1;0;4;1;4;3438;950;0;0;0
Tres Rios;20240608;1;1;1;1;1;42;14;0;0;0
Trieste;20240607;1;1;1;1;1;91;5;0;0;0
Tubarao;20240607;1;0;1;1;1;0;2;0;0;0
Uba;20240603;1;1;1;1;1;280;13;0;0;0
Varginha;20240603;1;0;0;0;0;5;3;0;0;0
Varginha;20240608;1;0;1;1;1;968;218;0;0;0
Vila Velha;20240605;1;1;1;1;1;93;5;0;0;0
Vila Velha;20240606;1;0;1;1;1;2147;103;0;0;0
Vila Velha;20240609;1;1;1;1;1;23;4;0;0;0
Vitoria;20240607;1;1;1;1;1;19;5;0;0;0
Vitoria;20240608;1;0;1;1;1;39;6;0;0;0
Vitoria;20240609;1;1;1;1;1;19;4;0;0;0
Vitoria da Conquista;20240608;1;0;1;1;1;85;26;0;0;0
Vitoria da Conquista;20240609;1;0;1;1;1;33;7;0;0;0
Volta Redonda;20240605;1;1;1;1;1;212;42;0;0;0
Campinas;20240607;0;0;0;0;0;0;2;0;0;0
Fortaleza;20240603;0;0;0;0;0;0;2;0;0;0
Itaguai;20240606;0;0;0;0;0;0;2;0;0;0
Leopoldina;20240607;0;0;0;0;0;0;2;0;0;0
Paranavai;20240605;0;0;0;0;0;0;2;0;0;0
Paulinia;20240607;0;0;0;0;0;0;2;0;0;0
Peruibe;20240609;0;0;0;0;0;0;2;0;0;0
Planaltina;20240604;0;0;0;0;0;0;2;0;0;0
Rio das Ostras;20240604;0;0;0;0;0;0;2;0;0;0
