# ----------------------------------------
# Exportacao do CSV de relatorio
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
# 
# Todos os usuarios
# Data de inicio: 20240408
# Data de termino: 20240414
Cidade;Data;Usuarios;Novos usuarios;Sessoes engajadas;Taxa de engajamento;Sessoes engajadas por usuario;Tempo medio de engajamento;Contagem de eventos;Conversoes;Receita total
Goiania;20240414;2;0;2;1;1;25.5;13;0;0
Itajai;20240409;2;0;2;1;1;37;16;0;0
Itajai;20240414;2;0;6;1;3;2774.5;378;0;0
Itaperuna;20240413;2;1;2;1;1;219.5;19;0;0
Joao Pessoa;20240412;2;2;2;1;1;476.5;174;0;0
Juiz de Fora;20240414;2;1;2;1;1;73.5;15;0;0
Leopoldina;20240408;2;0;9;0.9;4.5;788.5;217;0;0
Leopoldina;20240414;2;1;3;0.6;1.5;102.5;31;0;0
Maceio;20240413;2;0;5;1;2.5;1811;214;0;0
Manaus;20240409;2;2;1;0.5;0.5;4.5;11;0;0
Mexico City;20240411;2;1;3;1;1.5;136.5;48;0;0
Natal;20240409;2;2;1;0.5;0.5;5;7;0;0
Natal;20240414;2;1;1;0.5;0.5;241;53;0;0
Niteroi;20240409;2;0;4;0.8;2;153.5;55;0;0
Nova Iguacu;20240409;2;2;1;0.5;0.5;11.5;7;0;0
Nova Iguacu;20240410;2;1;2;1;1;82.5;38;0;0
Petropolis;20240413;2;1;2;1;1;37.5;17;0;0
Petropolis;20240414;2;1;1;0.5;0.5;82.5;38;0;0
Rolandia;20240412;2;1;2;1;1;26.5;8;0;0
Salvador;20240409;2;1;1;0.5;0.5;28;9;0;0
Sao Goncalo;20240414;2;2;1;0.5;0.5;18.5;10;0;0
Sao Roque;20240413;2;1;3;1;1.5;42.5;20;0;0
Sumare;20240413;2;1;3;1;1.5;71.5;65;0;0
Tubarao;20240412;2;1;1;0.5;0.5;0;5;0;0
Vila Velha;20240410;2;0;2;1;1;59;15;0;0
Alvorada;20240408;1;1;1;1;1;51;8;0;0
Amadora;20240409;1;1;1;1;1;20;8;0;0
Amadora;20240410;1;0;1;1;1;44;14;0;0
Amadora;20240413;1;0;1;1;1;50;14;0;0
Anapolis;20240412;1;1;0;0;0;0;3;0;0
Angatuba;20240413;1;1;1;1;1;18;4;0;0
Angra dos Reis;20240413;1;1;1;1;1;155;4;0;0
Angra dos Reis;20240414;1;1;1;1;1;20;5;0;0
Apucarana;20240409;1;1;0;0;0;0;3;0;0
Aracaju;20240412;1;0;1;1;1;93;8;0;0
Araguari;20240413;1;1;1;1;1;52;4;0;0
Araruama;20240408;1;0;1;1;1;49;10;0;0
Areal;20240410;1;1;1;1;1;160;50;0;0
Asuncion;20240413;1;1;1;1;1;55;4;0;0
Atlanta;20240414;1;1;0;0;0;9;4;0;0
Barueri;20240408;1;0;1;1;1;34;11;0;0
Barueri;20240412;1;1;1;1;1;29;5;0;0
Belem;20240410;1;1;1;1;1;19;7;0;0
Belem;20240411;1;1;1;1;1;78;5;0;0
Belford Roxo;20240410;1;1;0;0;0;0;3;0;0
Belford Roxo;20240412;1;1;0;0;0;8;4;0;0
Belo Horizonte;20240408;1;1;1;0.5;1;60;6;0;0
Belo Horizonte;20240410;1;1;1;1;1;70;10;0;0
Belo Horizonte;20240411;1;1;0;0;0;8;5;0;0
Belo Horizonte;20240414;1;1;1;1;1;2;4;0;0
Bento Goncalves;20240409;1;0;1;1;1;12;2;0;0
Blumenau;20240408;1;0;1;1;1;140;25;0;0
Blumenau;20240412;1;1;1;1;1;29;4;0;0
Boca Del Mar;20240412;1;0;2;1;2;49;35;0;0
Boca Raton;20240411;1;1;1;1;1;93;49;0;0
Bom Jesus da Lapa;20240412;1;1;1;1;1;6;5;0;0
Braco do Norte;20240409;1;0;1;1;1;0;1;0;0
Braco do Norte;20240410;1;0;1;1;1;26;8;0;0
Braco do Norte;20240412;1;0;1;1;1;387;9;0;0
Brasilia;20240408;1;0;1;1;1;3;5;0;0
Brasilia;20240411;1;0;2;1;2;42;17;0;0
Bucharest;20240414;1;1;1;1;1;60;11;0;0
Cabo Frio;20240413;1;0;0;0;0;2;3;0;0
Cachoeiro de Itapemirim;20240408;1;1;1;1;1;0;4;0;0
Cachoeiro de Itapemirim;20240410;1;1;1;1;1;53;5;0;0
Campinas;20240411;1;1;1;1;1;13;4;0;0
Campinas;20240412;1;0;1;1;1;107;10;0;0
Campo Grande;20240408;1;1;1;1;1;149;15;0;0
Campo Grande;20240414;1;1;1;1;1;20;4;0;0
Campos dos Goytacazes;20240410;1;0;1;1;1;903;51;0;0
Canoas;20240414;1;1;1;1;1;14;7;0;0
Cascavel;20240411;1;1;0;0;0;8;5;0;0
Castro;20240409;1;1;0;0;0;3;4;0;0
Cataguases;20240411;1;0;1;1;1;153;11;0;0
Cataguases;20240412;1;1;1;1;1;211;27;0;0
Caxias do Sul;20240409;1;1;1;1;1;45;10;0;0
Cinambo;20240410;1;1;1;1;1;193;27;0;0
Colombo;20240413;1;1;1;1;1;9;6;0;0
Congonhas;20240409;1;1;1;1;1;64;4;0;0
Contagem;20240413;1;1;1;1;1;11;5;0;0
Coronel Fabriciano;20240414;1;1;0;0;0;7;5;0;0
Cuiaba;20240409;1;1;1;1;1;37;7;0;0
Curitiba;20240410;1;1;0;0;0;2;4;0;0
Curitiba;20240414;1;1;1;1;1;92;12;0;0
Diamantina;20240410;1;1;1;1;1;33;5;0;0
Duque de Caxias;20240408;1;1;1;1;1;17;4;0;0
Duque de Caxias;20240411;1;0;1;1;1;5;5;0;0
Duque de Caxias;20240413;1;0;1;1;1;194;89;0;0
Duque de Caxias;20240414;1;1;1;1;1;282;76;0;0
Erechim;20240410;1;1;0;0;0;3;5;0;0
Fazenda Rio Grande;20240410;1;1;0;0;0;9;5;0;0
Feira de Santana;20240409;1;1;1;1;1;1194;14;0;0
Feira de Santana;20240411;1;1;1;1;1;63;5;0;0
Formia;20240408;1;1;1;1;1;139;12;0;0
Formia;20240409;1;0;1;1;1;33;8;0;0
Fortaleza;20240410;1;0;2;1;2;105;14;0;0
Fortaleza;20240411;1;1;1;1;1;7;4;0;0
Francisco Morato;20240412;1;1;1;1;1;22;5;0;0
Goiania;20240409;1;0;1;1;1;23;5;0;0
Goiania;20240410;1;0;1;0.5;1;36;16;0;0
Goiania;20240411;1;0;1;0.2;1;17;11;0;0
Goiania;20240412;1;1;1;1;1;19;5;0;0
Guarabira;20240412;1;0;1;1;1;104;11;0;0
Guarapari;20240413;1;0;1;1;1;121;5;0;0
Guarapari;20240414;1;0;1;1;1;1794;121;0;0
Guarapuava;20240412;1;1;1;1;1;120;5;0;0
Gunungsitoli Barat;20240408;1;1;1;1;1;61;14;0;0
Gunungsitoli Barat;20240409;1;1;0;0;0;4;4;0;0
Indaiatuba;20240412;1;1;1;1;1;14;5;0;0
Itaborai;20240411;1;0;1;1;1;46;20;0;0
Itaborai;20240412;1;0;0;0;0;0;2;0;0
Itajai;20240408;1;0;2;1;2;706;54;0;0
Itajai;20240410;1;0;2;1;2;956;62;0;0
Itajai;20240413;1;0;3;1;3;4083;224;0;0
Itaperuna;20240408;1;1;1;1;1;210;16;0;0
Itu;20240412;1;1;1;1;1;34;5;0;0
Jacarei;20240413;1;1;1;1;1;30;5;0;0
Jaguarao;20240411;1;1;1;1;1;111;12;0;0
Janauba;20240409;1;1;0;0;0;0;3;0;0
Joanopolis;20240414;1;0;1;1;1;1;3;0;0
Joao Pessoa;20240414;1;1;0;0;0;8;5;0;0
Joinville;20240410;1;1;0;0;0;0;3;0;0
Joinville;20240411;1;1;0;0;0;0;3;0;0
Juazeiro do Norte;20240408;1;0;1;1;1;0;1;0;0
Juazeiro do Norte;20240410;1;0;1;1;1;11;1;0;0
Juiz de Fora;20240410;1;0;1;1;1;104;17;0;0
Juiz de Fora;20240412;1;1;0;0;0;3;4;0;0
Jundiai;20240409;1;1;1;1;1;18;4;0;0
Kristiansand Municipality;20240409;1;1;1;1;1;24;4;0;0
Lagoa da Prata;20240409;1;1;1;1;1;21;5;0;0
Leopoldina;20240409;1;0;3;1;3;542;78;0;0
Leopoldina;20240410;1;0;4;1;4;28;17;0;0
Leopoldina;20240411;1;0;2;0.4;2;522;59;0;0
Leopoldina;20240412;1;0;2;1;2;0;7;0;0
Leopoldina;20240413;1;0;5;0.7142857142857143;5;415;76;0;0
Linhares;20240413;1;1;1;1;1;84;11;0;0
Lisbon;20240408;1;0;2;1;2;621;135;0;0
Londrina;20240409;1;1;1;1;1;47;4;0;0
Londrina;20240413;1;1;0;0;0;9;5;0;0
Macae;20240408;1;1;1;1;1;313;29;0;0
Macae;20240410;1;0;1;1;1;426;39;0;0
Macae;20240412;1;0;1;1;1;224;18;0;0
Macaiba;20240413;1;1;2;1;2;47;9;0;0
Macas;20240409;1;1;0;0;0;5;5;0;0
Maceio;20240410;1;1;0;0;0;5;5;0;0
Maceio;20240414;1;0;10;1;10;3718;335;0;0
Mage;20240411;1;0;1;1;1;25;6;0;0
Mage;20240413;1;1;1;1;1;24;5;0;0
Manaus;20240408;1;0;2;1;2;1436;122;0;0
Manaus;20240410;1;0;3;1;3;1606;102;0;0
Manaus;20240411;1;0;1;1;1;54;15;0;0
Manaus;20240413;1;1;1;1;1;17;5;0;0
Marica;20240409;1;1;1;0.5;1;38;6;0;0
Marica;20240410;1;1;1;1;1;50;4;0;0
Marica;20240411;1;1;1;1;1;16;4;0;0
Marilia;20240409;1;1;1;1;1;13;4;0;0
Maringa;20240408;1;1;1;1;1;97;5;0;0
Maringa;20240410;1;1;0;0;0;4;5;0;0
Maringa;20240413;1;1;1;1;1;43;5;0;0
Miami;20240413;1;1;1;1;1;9;5;0;0
Mogi das Cruzes;20240414;1;1;1;1;1;23;7;0;0
Monte Aprazivel;20240408;1;0;1;1;1;23;1;0;0
Montevideo;20240414;1;1;1;1;1;20;7;0;0
Montijo;20240414;1;1;1;1;1;31;4;0;0
Moscow;20240414;1;1;0;0;0;0;3;0;0
Mossoro;20240408;1;1;1;1;1;36;15;0;0
Mossoro;20240414;1;1;1;1;1;25;5;0;0
Mountain View;20240412;1;1;1;1;1;221;99;0;0
Natal;20240410;1;0;1;0.5;1;24;8;0;0
New Orleans;20240411;1;1;0;0;0;2;4;0;0
Nilopolis;20240409;1;1;1;1;1;70;5;0;0
Nilopolis;20240410;1;1;1;1;1;17;5;0;0
Nilopolis;20240414;1;0;1;1;1;44;15;0;0
Niteroi;20240414;1;0;1;0.25;1;1009;49;0;0
Nova Friburgo;20240408;1;1;1;1;1;121;13;0;0
Nova Friburgo;20240410;1;1;1;1;1;126;5;0;0
Nova Friburgo;20240411;1;1;1;1;1;50;5;0;0
Nova Iguacu;20240408;1;1;1;1;1;14;5;0;0
Nova Iguacu;20240414;1;1;0;0;0;2;4;0;0
Nova Mutum;20240409;1;1;0;0;0;4;4;0;0
Osasco;20240408;1;1;1;1;1;162;27;0;0
Palmas;20240409;1;1;1;1;1;33;5;0;0
Palmas;20240412;1;1;0;0;0;5;4;0;0
Paraiba do Sul;20240414;1;1;1;1;1;27;5;0;0
Paraiso do Tocantins;20240408;1;1;1;1;1;48;15;0;0
Paranagua;20240414;1;1;1;1;1;293;63;0;0
Parnamirim;20240409;1;1;0;0;0;4;4;0;0
Pelotas;20240409;1;1;1;1;1;24;5;0;0
Pelotas;20240410;1;0;1;1;1;35;4;0;0
Penedo;20240414;1;1;0;0;0;0;3;0;0
Penha;20240413;1;1;1;1;1;11;5;0;0
Petrolina;20240410;1;1;1;0.5;1;11;6;0;0
Petropolis;20240409;1;0;1;1;1;49;14;0;0
Petropolis;20240410;1;0;1;1;1;36;2;0;0
Pirai;20240413;1;1;0;0;0;0;4;0;0
Pocos de Caldas;20240413;1;1;0;0;0;4;5;0;0
Pombal;20240408;1;0;4;1;4;1561;112;0;0
Pombal;20240409;1;0;2;1;2;559;39;0;0
Pombal;20240410;1;0;4;1;4;4513;335;0;0
Pombal;20240413;1;0;1;1;1;238;18;0;0
Ponta Grossa;20240409;1;1;1;1;1;24;4;0;0
Porto Alegre;20240410;1;1;1;1;1;7;5;0;0
Porto Alegre;20240412;1;1;1;1;1;14;6;0;0
Presidente Prudente;20240409;1;1;1;1;1;35;5;0;0
Quito;20240409;1;1;1;1;1;161;17;0;0
Resende;20240409;1;1;1;1;1;25;4;0;0
Ribeirao Preto;20240409;1;0;1;1;1;162;21;0;0
Ribeirao Preto;20240412;1;1;1;1;1;25;4;0;0
Rio Bonito;20240409;1;0;1;1;1;8;3;0;0
Rio Bonito;20240411;1;0;1;1;1;66;29;0;0
Rio Bonito;20240412;1;0;1;1;1;393;166;0;0
Rio Bonito;20240413;1;0;1;1;1;287;25;0;0
Rio Claro;20240408;1;1;1;1;1;27;5;0;0
Rio Claro;20240412;1;1;0;0;0;2;4;0;0
Rio das Ostras;20240410;1;1;2;1;2;903;83;0;0
Rolandia;20240408;1;0;1;1;1;17;10;0;0
Salvador;20240410;1;1;1;1;1;18;6;0;0
Santa Cruz do Sul;20240413;1;0;1;1;1;63;9;0;0
Santa Luzia;20240413;1;1;0;0;0;19;4;0;0
Santana;20240412;1;1;1;1;1;59;7;0;0
Santos;20240408;1;0;1;1;1;123;86;0;0
Santos;20240411;1;1;1;1;1;33;5;0;0
Sao Bernardo do Campo;20240412;1;0;0;0;0;0;2;0;0
Sao Carlos;20240414;1;1;1;1;1;122;4;0;0
Sao Francisco de Paula;20240409;1;1;0;0;0;0;3;0;0
Sao Francisco de Paula;20240410;1;0;1;1;1;74;13;0;0
Sao Francisco do Sul;20240409;1;1;1;1;1;81;5;0;0
Sao Gabriel da Palha;20240412;1;1;1;1;1;77;5;0;0
Sao Goncalo;20240409;1;1;1;1;1;34;5;0;0
Sao Goncalo;20240410;1;1;1;1;1;13;5;0;0
Sao Goncalo;20240411;1;1;1;0.5;1;1439;366;0;0
Sao Goncalo;20240413;1;1;0;0;0;1;5;0;0
Sao Joao de Meriti;20240411;1;1;1;1;1;7;5;0;0
Sao Joao de Meriti;20240413;1;1;1;1;1;19;5;0;0
Sao Joao de Meriti;20240414;1;1;1;1;1;31;5;0;0
Sao Jose dos Pinhais;20240409;1;1;1;1;1;6;4;0;0
Sao Lourenco;20240410;1;0;1;1;1;125;11;0;0
Sao Luis;20240409;1;1;0;0;0;3;4;0;0
Sao Roque;20240408;1;0;3;1;3;47;37;0;0
Sao Roque;20240410;1;0;1;1;1;97;21;0;0
Sao Roque;20240411;1;0;1;1;1;73;17;0;0
Sao Roque;20240414;1;0;2;1;2;129;37;0;0
Seattle;20240410;1;1;1;0.5;1;327;35;0;0
Senador Canedo;20240411;1;1;0;0;0;0;3;0;0
Serra;20240413;1;0;1;1;1;43;14;0;0
Serra;20240414;1;1;1;1;1;20;4;0;0
Sete Lagoas;20240409;1;0;1;1;1;105;20;0;0
Sete Lagoas;20240413;1;0;1;0.5;1;25;10;0;0
Shrewsbury;20240409;1;0;1;0.5;1;93;20;0;0
Sorocaba;20240413;1;1;1;1;1;45;5;0;0
Stains;20240411;1;1;1;1;1;55;11;0;0
Teresina;20240409;1;0;1;1;1;68;3;0;0
Teresina;20240410;1;1;1;1;1;55;5;0;0
Teresina;20240414;1;1;0;0;0;0;5;0;0
Toronto;20240410;1;1;1;1;1;27;8;0;0
Tres Pontas;20240410;1;1;0;0;0;0;3;0;0
Uberlandia;20240408;1;1;0;0;0;8;4;0;0
Uberlandia;20240410;1;0;2;1;2;15922;483;0;0
Uberlandia;20240411;1;0;4;1;4;1628;82;0;0
Uberlandia;20240413;1;1;1;1;1;29;5;0;0
Valinhos;20240411;1;1;1;1;1;26;4;0;0
Varginha;20240413;1;0;1;1;1;1034;157;0;0
Viamao;20240412;1;0;1;1;1;185;19;0;0
Viana;20240412;1;1;1;1;1;10;5;0;0
Vicosa;20240408;1;0;1;1;1;65;11;0;0
Vicosa;20240410;1;1;1;1;1;27;5;0;0
Vila Velha;20240409;1;1;1;1;1;15;5;0;0
Vila Velha;20240414;1;0;1;1;1;783;23;0;0
Vitoria;20240410;1;0;1;1;1;20;10;0;0
Vitoria;20240411;1;0;1;1;1;36;6;0;0
Vitoria;20240412;1;1;1;1;1;31;5;0;0
Vitoria;20240414;1;1;1;1;1;58;12;0;0
Volta Redonda;20240414;1;0;1;1;1;47;10;0;0
Zheleznodorozhny;20240414;1;1;0;0;0;0;3;0;0
Bologna;20240412;0;0;0;0;0;0;2;0;0
Florence;20240413;0;0;0;0;0;0;2;0;0
Lorena;20240409;0;0;0;0;0;0;2;0;0
Natal;20240408;0;0;0;0;0;0;2;0;0
Petrolina;20240412;0;0;0;0;0;0;2;0;0
Providence;20240408;0;0;0;0;0;0;2;0;0
Ribeirao Preto;20240410;0;0;0;0;0;0;2;0;0
Salvador;20240411;0;0;0;0;0;0;2;0;0
Sao Joaquim de Bicas;20240410;0;0;0;0;0;0;2;0;0
