# ----------------------------------------
# Exportacao do CSV de relatorio
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
# 
# Todos os usuarios
# Data de inicio: 20231211
# Data de termino: 20231217
Regiao;Data;Usuarios recorrentes;Primeiras visitas;Total de usuarios;Usuarios
State of Ceara;20231212;0;1;4;2
State of Ceara;20231217;0;4;4;4
State of Espirito Santo;20231215;0;2;3;2
State of Espirito Santo;20231216;0;1;1;1
State of Goias;20231213;0;1;1;1
State of Goias;20231215;0;2;2;2
State of Goias;20231217;0;2;3;3
State of Maranhao;20231212;0;2;2;2
State of Maranhao;20231213;0;1;1;1
State of Maranhao;20231214;0;1;1;1
State of Mato Grosso;20231212;0;2;2;2
State of Mato Grosso;20231214;0;1;1;1
State of Mato Grosso;20231217;0;1;1;1
State of Mato Grosso do Sul;20231211;0;1;1;1
State of Mato Grosso do Sul;20231212;0;2;2;2
State of Mato Grosso do Sul;20231215;0;1;1;1
State of Mato Grosso do Sul;20231216;0;1;1;1
State of Minas Gerais;20231211;0;5;7;7
State of Minas Gerais;20231215;0;1;1;1
State of Minas Gerais;20231217;0;1;1;1
State of Para;20231211;0;2;2;2
State of Para;20231213;0;1;1;1
State of Para;20231215;0;1;1;1
State of Para;20231216;0;2;2;2
State of Paraiba;20231213;0;2;2;2
State of Paraiba;20231214;0;1;1;1
State of Parana;20231211;0;2;3;3
State of Parana;20231212;0;3;3;3
State of Parana;20231214;0;1;1;1
State of Parana;20231215;0;0;1;0
State of Parana;20231217;0;2;2;2
State of Pernambuco;20231211;0;1;1;1
State of Pernambuco;20231217;0;1;1;1
State of Piaui;20231211;0;1;1;1
State of Piaui;20231216;0;1;1;1
State of Rio Grande do Norte;20231211;0;0;1;0
State of Rio Grande do Norte;20231214;0;0;1;1
State of Rio Grande do Norte;20231216;0;1;1;1
State of Rio Grande do Norte;20231217;0;1;1;1
State of Rio Grande do Sul;20231214;0;3;3;3
State of Rio Grande do Sul;20231217;0;1;1;1
State of Santa Catarina;20231211;0;1;1;1
State of Santa Catarina;20231212;0;4;4;4
State of Santa Catarina;20231213;0;1;2;2
State of Santa Catarina;20231214;0;2;2;2
State of Santa Catarina;20231216;0;2;2;2
State of Santa Catarina;20231217;0;2;2;2
State of Sergipe;20231211;0;1;1;1
State of Tocantins;20231212;0;0;2;1
Tel Aviv District;20231211;0;1;1;1
Valais;20231214;0;1;1;1
Wisconsin;20231212;0;1;1;1
