# ----------------------------------------
# Exportacao do CSV de relatorio
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
# 
# Todos os usuarios
# Data de inicio: 20240617
# Data de termino: 20240623
Regiao;Data;Usuarios recorrentes;Primeiras visitas;Total de usuarios;Usuarios
New Jersey;20240620;0;22;22;22
North Carolina;20240619;0;1;1;1
Nouvelle-Aquitaine;20240618;0;0;1;1
Ohio;20240619;0;2;2;2
Pays de la Loire;20240618;0;1;1;1
Porto District;20240622;0;1;1;1
South District;20240619;0;1;1;1
State of Acre;20240623;0;1;1;1
State of Alagoas;20240621;0;1;1;1
State of Amapa;20240618;0;1;1;1
State of Amazonas;20240620;0;2;2;2
State of Bahia;20240618;0;0;1;0
State of Bahia;20240620;0;1;1;1
State of Bahia;20240623;0;1;1;1
State of Espirito Santo;20240620;0;2;2;2
State of Espirito Santo;20240621;0;2;2;2
State of Goias;20240618;0;2;2;2
State of Goias;20240619;0;3;4;3
State of Goias;20240623;0;3;4;2
State of Maranhao;20240623;0;2;2;0
State of Mato Grosso;20240622;0;1;1;1
State of Mato Grosso;20240623;0;1;1;1
State of Mato Grosso do Sul;20240619;0;1;1;1
State of Para;20240621;0;1;1;1
State of Para;20240622;0;1;1;1
State of Parana;20240618;0;2;2;2
State of Parana;20240619;0;1;1;1
State of Parana;20240620;0;1;1;1
State of Parana;20240623;0;3;3;1
State of Piaui;20240618;0;1;1;1
State of Rio Grande do Norte;20240623;0;1;1;1
State of Rio Grande do Sul;20240617;0;3;3;3
State of Rio Grande do Sul;20240619;0;1;1;1
State of Rio Grande do Sul;20240621;0;4;4;4
State of Rio Grande do Sul;20240623;0;1;1;0
State of Santa Catarina;20240620;0;1;2;1
State of Santa Catarina;20240623;0;1;1;1
State of Sao Paulo;20240620;0;2;2;2
Tel Aviv District;20240620;0;1;1;1
Tel Aviv District;20240623;0;0;1;0
Texas;20240618;0;2;2;2
Texas;20240623;0;2;2;1
Valencian Community;20240621;0;1;1;1
