# ----------------------------------------
# Exportacao do CSV de relatorio
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
# 
# Todos os usuarios
# Data de inicio: 20240617
# Data de termino: 20240623
Cidade;Data;Usuarios;Novos usuarios;Sessoes engajadas;Taxa de engajamento;Sessoes engajadas por usuario;Tempo medio de engajamento;Contagem de eventos;Eventos principais;Taxa de eventos principais do usuario;Receita total
Blumenau;20240617;2;2;2;1;1;57;16;0;0;0
Brasilia;20240619;2;0;2;1;1;114.5;64;0;0;0
Brasilia;20240622;2;1;3;1;1.5;336;141;0;0;0
Cachoeiro de Itapemirim;20240620;2;2;2;1;1;177.5;65;0;0;0
Columbus;20240619;2;2;0;0;0;0;7;0;0;0
Franca;20240620;2;2;1;0.5;0.5;142;18;0;0;0
Goiania;20240618;2;2;2;1;1;11;9;0;0;0
Joao Pessoa;20240619;2;2;2;1;1;216.5;98;0;0;0
Maceio;20240623;2;0;0;0;0;141.5;63;0;0;0
Manaus;20240618;2;0;5;1;2.5;268.5;102;0;0;0
Manaus;20240620;2;2;0;0;0;3.5;7;0;0;0
Niteroi;20240617;2;1;2;0.5;1;328.5;47;0;0;0
Niteroi;20240621;2;1;1;0.5;0.5;6;8;0;0;0
Petropolis;20240622;2;1;2;1;1;71;14;0;0;0
Rio Bonito;20240623;2;0;0;0;0;30;16;0;0;0
Salvador;20240622;2;1;2;1;1;22;9;0;0;0
Sao Paulo;20240621;2;2;2;1;1;21;11;0;0;0
Sao Paulo;20240623;2;2;0;0;0;59;22;0;0;0
(not set);20240620;1;0;1;1;1;1;4;0;0;0
62530;20240618;1;1;1;1;1;126;25;0;0;0
6774;20240618;1;0;1;1;1;101;12;0;0;0
92364;20240622;1;1;1;1;1;12;5;0;0;0
Amadora;20240617;1;0;1;1;1;91;16;0;0;0
Amadora;20240619;1;0;1;1;1;5;3;0;0;0
Amadora;20240620;1;0;1;1;1;120;18;0;0;0
Amadora;20240623;1;0;0;0;0;64;13;0;0;0
Anapolis;20240623;1;1;0;0;0;14;4;0;0;0
Angra dos Reis;20240618;1;1;1;1;1;11;4;0;0;0
Aracaju;20240617;1;1;0;0;0;9;4;0;0;0
Araruama;20240622;1;1;0;0;0;0;3;0;0;0
Araucaria;20240618;1;1;1;1;1;109;10;0;0;0
Areal;20240618;1;1;1;1;1;483;98;0;0;0
Atibaia;20240618;1;1;0;0;0;0;5;0;0;0
Barcarena;20240619;1;0;0;0;0;0;2;0;0;0
Barra do Pirai;20240621;1;0;0;0;0;0;3;0;0;0
Belem;20240618;1;0;1;1;1;753;78;0;0;0
Belem;20240619;1;1;0;0;0;0;3;0;0;0
Belem;20240622;1;1;1;1;1;12;5;0;0;0
Belford Roxo;20240617;1;1;0;0;0;0;3;0;0;0
Belo Horizonte;20240617;1;0;1;1;1;26;7;0;0;0
Belo Horizonte;20240618;1;0;2;0.6666666666666666;2;56;15;0;0;0
Belo Horizonte;20240622;1;0;1;1;1;37;5;0;0;0
Bergerac;20240618;1;0;1;1;1;121;5;0;0;0
Betim;20240619;1;1;0;0;0;0;3;0;0;0
Blumenau;20240619;1;1;1;1;1;32;4;0;0;0
Brasilia;20240618;1;1;1;1;1;71;32;0;0;0
Cabo Frio;20240618;1;1;1;1;1;13;4;0;0;0
Cabo Frio;20240620;1;1;0;0;0;0;3;0;0;0
Cabo Frio;20240623;1;1;0;0;0;167;24;0;0;0
Cajamar;20240619;1;1;1;1;1;28;4;0;0;0
Campina Grande;20240623;1;1;0;0;0;248;5;0;0;0
Campinas;20240621;1;1;0;0;0;0;3;0;0;0
Campo Grande;20240619;1;1;1;1;1;48;4;0;0;0
Campo Grande;20240621;1;0;1;0.5;1;163;17;0;0;0
Campos dos Goytacazes;20240623;1;1;1;1;1;32;5;0;0;0
Canoas;20240622;1;1;0;0;0;0;3;0;0;0
Carapicuiba;20240619;1;0;1;0.5;1;18;10;0;0;0
Carlos Barbosa;20240619;1;1;1;1;1;124;8;0;0;0
Caxias do Sul;20240622;1;1;1;1;1;33;5;0;0;0
Congonhas;20240621;1;1;1;1;1;30;5;0;0;0
Cuiaba;20240623;1;1;0;0;0;67;4;0;0;0
Curitiba;20240619;1;1;0;0;0;0;4;0;0;0
Dallas;20240618;1;1;1;1;1;14;4;0;0;0
Divinopolis;20240618;1;1;1;1;1;0;4;0;0;0
Divinopolis;20240619;1;1;0;0;0;0;4;0;0;0
Duque de Caxias;20240622;1;1;0;0;0;0;3;0;0;0
Duque de Caxias;20240623;1;0;0;0;0;75;38;0;0;0
Farroupilha;20240622;1;0;1;1;1;69;7;0;0;0
Feira de Santana;20240622;1;1;1;1;1;15;5;0;0;0
Feira de Santana;20240623;1;1;0;0;0;28;4;0;0;0
Florianopolis;20240617;1;0;1;1;1;407;82;0;0;0
Florianopolis;20240623;1;1;0;0;0;7;4;0;0;0
Forest City;20240619;1;1;0;0;0;0;3;0;0;0
Fortaleza;20240617;1;0;1;1;1;484;74;0;0;0
Fortaleza;20240620;1;1;1;1;1;82;24;0;0;0
Fortaleza;20240621;1;1;0;0;0;2;4;0;0;0
Franca;20240621;1;1;1;0.5;1;13;8;0;0;0
Franca;20240622;1;1;1;1;1;384;47;0;0;0
Goiania;20240620;1;0;1;0.5;1;0;5;0;0;0
Goiania;20240621;1;0;1;0.3333333333333333;1;0;7;0;0;0
Goiania;20240622;1;0;1;0.5;1;0;6;0;0;0
Governador Valadares;20240619;1;1;1;1;1;25;5;0;0;0
Gravata;20240618;1;1;1;1;1;10;4;0;0;0
Guarapari;20240617;1;0;1;0.5;1;184;27;0;0;0
Hortolandia;20240617;1;1;1;1;1;10;4;0;0;0
Houston;20240623;1;2;0;0;0;65;14;0;0;0
Itaborai;20240619;1;0;1;1;1;50;7;0;0;0
Itaguai;20240620;1;1;1;1;1;65;7;0;0;0
Itaperuna;20240623;1;0;1;0.5;1;99;10;0;0;0
Joinville;20240620;1;1;1;1;1;99;5;0;0;0
Juiz de Fora;20240617;1;0;1;1;1;90;8;0;0;0
Juiz de Fora;20240618;1;0;1;1;1;36;12;0;0;0
Juiz de Fora;20240619;1;1;0;0;0;0;4;0;0;0
Juiz de Fora;20240620;1;0;1;1;1;141;22;0;0;0
Juiz de Fora;20240622;1;0;1;1;1;125;11;0;0;0
Kyle;20240618;1;1;1;1;1;92;17;0;0;0
Lagos;20240617;1;1;0;0;0;0;3;0;0;0
Lavras;20240623;1;1;0;0;0;5;5;0;0;0
Leopoldina;20240622;1;0;1;0.5;1;337;52;0;0;0
Leopoldina;20240623;1;0;1;1;1;103;12;0;0;0
Les Sables-d'Olonne;20240618;1;1;1;1;1;74;10;0;0;0
Linhares;20240619;1;1;1;1;1;43;9;0;0;0
Lisbon;20240620;1;1;1;1;1;137;55;0;0;0
London;20240622;1;1;1;1;1;44;9;0;0;0
Macae;20240617;1;1;1;1;1;115;29;0;0;0
Macae;20240618;1;1;1;1;1;41;4;0;0;0
Macapa;20240618;1;1;1;1;1;17;5;0;0;0
Maceio;20240621;1;1;1;1;1;27;9;0;0;0
Maceio;20240622;1;0;3;0.75;3;69;30;0;0;0
Madrid;20240620;1;1;0;0;0;2;4;0;0;0
Manaus;20240617;1;0;4;1;4;807;81;0;0;0
Manaus;20240619;1;0;2;0.5;2;60;20;0;0;0
Manaus;20240622;1;0;1;1;1;170;27;0;0;0
Manaus;20240623;1;0;0;0;0;104;8;0;0;0
Maraba;20240621;1;1;1;1;1;37;4;0;0;0
Marica;20240619;1;1;1;1;1;34;9;0;0;0
Matao;20240622;1;1;0;0;0;9;5;0;0;0
Maua;20240621;1;1;0;0;0;0;3;0;0;0
Mesquita;20240623;1;0;0;0;0;37;2;0;0;0
Milan;20240621;1;1;1;1;1;19;4;0;0;0
Natal;20240622;1;0;1;1;1;531;15;0;0;0
Natal;20240623;1;1;0;0;0;39;20;0;0;0
Nova Friburgo;20240617;1;1;1;1;1;28;5;0;0;0
Nova Friburgo;20240621;1;1;1;1;1;22;5;0;0;0
Nova Iguacu;20240619;1;1;1;1;1;21;4;0;0;0
Nova Iguacu;20240622;1;1;1;1;1;12;4;0;0;0
Nova Venecia;20240621;1;1;1;1;1;33;7;0;0;0
Nowy Targ;20240620;1;1;1;1;1;21;5;0;0;0
Nowy Targ;20240621;1;0;1;1;1;11;3;0;0;0
Petropolis;20240621;1;1;1;1;1;5;4;0;0;0
Pilar de la Horadada;20240618;1;0;1;1;1;54;7;0;0;0
Pombal;20240617;1;0;2;0.4;2;106;36;0;0;0
Pombal;20240618;1;0;1;1;1;74;8;0;0;0
Pombal;20240619;1;0;3;1;3;1917;117;0;0;0
Pombal;20240620;1;0;3;0.75;3;1429;201;0;0;0
Pombal;20240622;1;0;1;1;1;20;7;0;0;0
Pombal;20240623;1;0;1;1;1;319;25;0;0;0
Ponta Grossa;20240620;1;1;0;0;0;4;5;0;0;0
Recife;20240618;1;0;2;0.4;2;168;44;0;0;0
Recife;20240619;1;0;1;0.5;1;23;6;0;0;0
Recife;20240621;1;0;1;1;1;100;15;0;0;0
Recife;20240622;1;0;2;0.6666666666666666;2;62;13;0;0;0
Resende;20240623;1;0;0;0;0;25;6;0;0;0
Rio Bonito;20240618;1;0;1;1;1;28;23;0;0;0
Rio Bonito;20240619;1;0;1;1;1;69;14;0;0;0
Rio Bonito;20240621;1;0;1;1;1;13;7;0;0;0
Rio Branco;20240622;1;0;1;0.5;1;4;6;0;0;0
Rio Branco;20240623;1;1;1;1;1;10;4;0;0;0
Rolandia;20240621;1;0;0;0;0;0;2;0;0;0
Santo Andre;20240617;1;1;0;0;0;7;5;0;0;0
Sao Borja;20240621;1;1;1;1;1;23;4;0;0;0
Sao Caetano do Sul;20240623;1;1;0;0;0;68;18;0;0;0
Sao Goncalo;20240617;1;1;1;1;1;46;5;0;0;0
Sao Goncalo;20240621;1;0;1;1;1;69;17;0;0;0
Sao Joao de Meriti;20240621;1;1;1;1;1;6;4;0;0;0
Sao Lourenco;20240621;1;1;1;1;1;121;30;0;0;0
Sao Pedro da Aldeia;20240618;1;1;1;1;1;30;4;0;0;0
Sao Roque;20240622;1;0;2;0.5;2;76;31;0;0;0
Sao Roque;20240623;1;0;0;0;0;70;39;0;0;0
Saquarema;20240617;1;1;0;0;0;0;3;0;0;0
Serra;20240619;1;0;1;0.5;1;16;8;0;0;0
Serra;20240621;1;1;1;1;1;354;38;0;0;0
Serra;20240622;1;0;1;1;1;18;9;0;0;0
Serra;20240623;1;0;0;0;0;57;39;0;0;0
Setubal;20240619;1;0;1;1;1;34;8;0;0;0
Shrewsbury;20240619;1;0;2;1;2;58;18;0;0;0
Shrewsbury;20240621;1;0;1;0.5;1;55;15;0;0;0
Shrewsbury;20240622;1;0;2;1;2;197;21;0;0;0
Sorocaba;20240623;1;1;1;1;1;64;10;0;0;0
Taubate;20240619;1;1;1;1;1;101;23;0;0;0
Teixeira de Freitas;20240620;1;1;1;1;1;69;11;0;0;0
Tel Aviv-Yafo;20240620;1;1;0;0;0;0;3;0;0;0
Teresina;20240618;1;1;1;1;1;10;4;0;0;0
Tubarao;20240617;1;0;0;0;0;0;6;0;0;0
Tubarao;20240619;1;0;1;1;1;875;35;0;0;0
Uruguaiana;20240621;1;1;1;1;1;21;4;0;0;0
Valencia;20240621;1;1;1;1;1;21;4;0;0;0
Varginha;20240617;1;1;1;1;1;233;16;0;0;0
Varginha;20240619;1;0;1;1;1;41;13;0;0;0
Vicosa;20240623;1;1;0;0;0;10;4;0;0;0
Vila Nova de Gaia;20240622;1;1;1;1;1;0;5;0;0;0
Vila Velha;20240619;1;0;1;1;1;288;27;0;0;0
Vila Velha;20240622;1;0;0;0;0;0;2;0;0;0
Vitoria;20240617;1;0;0;0;0;3;6;0;0;0
Vitoria;20240619;1;1;1;1;1;93;26;0;0;0
Vitoria;20240622;1;0;1;0.5;1;593;45;0;0;0
Vitoria;20240623;1;1;0;0;0;31;4;0;0;0
Vitoria da Conquista;20240619;1;0;1;1;1;57;11;0;0;0
Volta Redonda;20240617;1;1;1;1;1;9;4;0;0;0
Volta Redonda;20240620;1;0;1;1;1;30;7;0;0;0
Volta Redonda;20240621;1;1;1;1;1;67;7;0;0;0
Cascavel;20240623;0;1;0;0;0;0;3;0;0;0
Goiania;20240619;0;0;0;0;0;0;6;0;0;0
Goiania;20240623;0;1;0;0;0;0;7;0;0;0
Limeira;20240623;0;1;0;0;0;0;3;0;0;0
Lisbon;20240623;0;0;0;0;0;0;2;0;0;0
Londrina;20240623;0;1;0;0;0;0;3;0;0;0
Milan;20240623;0;1;0;0;0;0;3;0;0;0
Nova Iguacu;20240623;0;1;0;0;0;0;3;0;0;0
Paco do Lumiar;20240623;0;1;0;0;0;0;4;0;0;0
Pirassununga;20240623;0;1;0;0;0;0;3;0;0;0
Queimados;20240622;0;0;0;0;0;0;2;0;0;0
Salvador;20240618;0;0;0;0;0;0;2;0;0;0
Sao Goncalo;20240622;0;0;0;0;0;0;2;0;0;0
Sao Joao de Meriti;20240622;0;0;0;0;0;0;2;0;0;0
Tel Aviv-Yafo;20240623;0;0;0;0;0;0;3;0;0;0
Tubarao;20240620;0;0;0;0;0;0;2;0;0;0
