# ----------------------------------------
# Exportacao do CSV de relatorio
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
# 
# Todos os usuarios
# Data de inicio: 20240122
# Data de termino: 20240128
Cidade;Data;Usuarios;Novos usuarios;Sessoes engajadas;Taxa de engajamento;Sessoes engajadas por usuario;Tempo medio de engajamento;Contagem de eventos;Conversoes;Receita total
Cachoeiro de Itapemirim;20240125;1;1;1;1;1;18;11;0;0
Campina Grande;20240124;1;1;0;0;0;0;3;0;0
Campinas;20240125;1;0;1;1;1;32;4;0;0
Campinas;20240126;1;1;1;1;1;35;7;0;0
Campo Grande;20240126;1;1;1;1;1;52;5;0;0
Campo Grande;20240128;1;0;1;1;1;277;66;0;0
Campos dos Goytacazes;20240123;1;1;0;0;0;0;3;0;0
Campos dos Goytacazes;20240125;1;1;1;1;1;12;5;0;0
Carapicuiba;20240126;1;0;1;1;1;41;14;0;0
Caxias do Sul;20240123;1;1;1;1;1;79;15;0;0
Caxias do Sul;20240127;1;0;1;1;1;128;43;0;0
Concordia;20240126;1;0;1;1;1;20;4;0;0
Cuiaba;20240127;1;1;0;0;0;0;3;0;0
Curitiba;20240123;1;1;1;1;1;46;5;0;0
Curitiba;20240127;1;0;1;1;1;0;1;0;0
Extrema;20240122;1;1;1;1;1;20;7;0;0
Faro;20240124;1;1;2;1;2;218;74;0;0
Faro;20240127;1;0;1;1;1;28;7;0;0
Feira de Santana;20240124;1;1;1;1;1;190;25;0;0
Feira de Santana;20240125;1;1;0;0;0;0;4;0;0
Feira de Santana;20240127;1;1;1;1;1;14;5;0;0
Florianopolis;20240124;1;1;1;1;1;27;5;0;0
Fortaleza;20240122;1;1;1;1;1;31;4;0;0
Fortaleza;20240124;1;1;1;0.5;1;4;6;0;0
Fortaleza;20240126;1;0;1;1;1;6;5;0;0
Goiania;20240125;1;0;1;1;1;49;8;0;0
Goiania;20240128;1;0;1;0.5;1;257;97;0;0
Governador Valadares;20240123;1;1;1;1;1;41;5;0;0
Guaiba;20240125;1;1;0;0;0;6;5;0;0
Guarapari;20240123;1;0;1;1;1;234;34;0;0
Guarapari;20240125;1;1;1;1;1;26;5;0;0
Guarapari;20240127;1;1;1;1;1;38;5;0;0
Houston;20240122;1;0;0;0;0;0;3;0;0
Ibiuna;20240124;1;1;0;0;0;3;5;0;0
Iguaba Grande;20240124;1;0;1;1;1;11;11;0;0
Iguaba Grande;20240125;1;0;3;0.75;3;191;30;0;0
Indaial;20240123;1;1;1;1;1;205;61;0;0
Itaborai;20240125;1;0;1;1;1;11;11;0;0
Itaguai;20240125;1;1;1;1;1;40;4;0;0
Itajai;20240125;1;1;1;1;1;497;86;0;0
Itaperuna;20240122;1;1;1;1;1;128;25;0;0
Jaragua do Sul;20240124;1;1;1;1;1;31;5;0;0
Jau;20240123;1;1;1;1;1;17;9;0;0
Joanopolis;20240128;1;1;0;0;0;4;4;0;0
Joao Pessoa;20240123;1;0;1;0.5;1;10;7;0;0
Joinville;20240124;1;1;1;1;1;64;8;0;0
Jose Bonifacio;20240123;1;1;0;0;0;0;4;0;0
Jose Bonifacio;20240124;1;1;0;0;0;0;3;0;0
Juiz de Fora;20240122;1;0;2;0.6666666666666666;2;311;56;0;0
Juiz de Fora;20240126;1;0;1;1;1;817;47;0;0
Juiz de Fora;20240127;1;0;1;1;1;89;62;0;0
Jundiai;20240125;1;1;0;0;0;1;5;0;0
Klaipeda;20240122;1;0;2;1;2;14828;280;0;0
Klaipeda;20240123;1;0;3;1;3;18151;327;0;0
Klaipeda;20240124;1;0;3;1;3;26392;428;0;0
Klaipeda;20240125;1;0;1;1;1;535;14;0;0
Klaipeda;20240126;1;0;1;1;1;5476;117;0;0
Laguna;20240127;1;1;1;1;1;39;5;0;0
Leopoldina;20240127;1;1;1;1;1;12;5;0;0
Lisbon;20240122;1;1;1;1;1;26;4;0;0
Lisbon;20240125;1;0;1;1;1;71;12;0;0
Lisbon;20240126;1;0;1;1;1;33;11;0;0
Lisbon;20240127;1;0;1;1;1;91;17;0;0
Luis Eduardo Magalhaes;20240125;1;1;1;1;1;70;18;0;0
Maceio;20240122;1;0;7;0.875;7;245;128;0;0
Maceio;20240123;1;0;4;0.8;4;125;61;0;0
Maceio;20240127;1;0;3;0.75;3;44;33;0;0
Maceio;20240128;1;0;3;0.75;3;170;63;0;0
Manaus;20240123;1;0;1;1;1;384;54;0;0
Manaus;20240127;1;1;1;1;1;20;5;0;0
Manaus;20240128;1;1;1;1;1;45;5;0;0
Mangaratiba;20240126;1;0;1;1;1;36;18;0;0
Maraba;20240125;1;1;0;0;0;1;4;0;0
Marechal Deodoro;20240124;1;0;1;1;1;135;53;0;0
Marechal Deodoro;20240126;1;0;1;1;1;69;18;0;0
Marica;20240122;1;1;1;1;1;60;5;0;0
Maringa;20240126;1;0;0;0;0;0;2;0;0
Maringa;20240127;1;1;1;1;1;36;6;0;0
Mesquita;20240122;1;1;1;1;1;34;6;0;0
Mesquita;20240123;1;1;0;0;0;4;5;0;0
Mococa;20240125;1;0;0;0;0;0;2;0;0
Monte Carmelo;20240127;1;1;0;0;0;3;4;0;0
Monteiro;20240122;1;1;1;1;1;239;35;0;0
Moscow;20240123;1;1;0;0;0;0;3;0;0
Natal;20240124;1;1;0;0;0;2;4;0;0
Natal;20240126;1;1;1;1;1;16;5;0;0
Natal;20240128;1;1;0;0;0;5;4;0;0
Nilopolis;20240122;1;1;1;1;1;89;9;0;0
Niteroi;20240122;1;0;1;1;1;613;127;0;0
Niteroi;20240125;1;0;1;0.5;1;12;10;0;0
Nova Friburgo;20240125;1;0;1;1;1;51;13;0;0
Nova Iguacu;20240124;1;1;1;1;1;83;43;0;0
Orlando;20240123;1;1;1;1;1;18;5;0;0
Osvaldo Cruz;20240125;1;1;0;0;0;2;5;0;0
Palhoca;20240125;1;0;1;1;1;1;5;0;0
Paranagua;20240125;1;1;0;0;0;0;3;0;0
Paranavai;20240125;1;1;1;0.5;1;50;9;0;0
Pelotas;20240122;1;0;2;0.5;2;188;52;0;0
Pelotas;20240123;1;0;0;0;0;1;7;0;0
Pelotas;20240124;1;0;1;1;1;214;25;0;0
Pelotas;20240125;1;0;2;1;2;413;38;0;0
Pires do Rio;20240123;1;1;1;1;1;46;6;0;0
Pocos de Caldas;20240125;1;0;1;1;1;536;125;0;0
Pombal;20240126;1;0;1;1;1;52;16;0;0
Porto Alegre;20240125;1;1;1;1;1;13;7;0;0
Queimados;20240125;1;1;1;1;1;618;124;0;0
Recife;20240122;1;1;0;0;0;0;4;0;0
Recife;20240126;1;0;1;1;1;106;12;0;0
Resende;20240126;1;1;1;1;1;13;5;0;0
Rio Bonito;20240124;1;0;1;1;1;25;17;0;0
Rio Bonito;20240125;1;0;3;1;3;105;62;0;0
Rio Bonito;20240126;1;1;0;0;0;0;4;0;0
Rio Bonito;20240128;1;0;1;1;1;58;40;0;0
Rio Branco;20240125;1;1;1;1;1;18;5;0;0
Rio das Pedras;20240123;1;1;1;1;1;23;5;0;0
Saint-Denis;20240126;1;0;1;1;1;61;26;0;0
Salgueiro;20240123;1;1;0;0;0;0;4;0;0
Salvador;20240122;1;0;2;1;2;4791;2197;0;0
Salvador;20240127;1;0;2;0.5;2;407;63;0;0
Salvador;20240128;1;0;0;0;0;37;7;0;0
Sao Carlos;20240126;1;1;0;0;0;6;4;0;0
Sao Goncalo;20240124;1;1;1;1;1;1;6;0;0
Sao Goncalo;20240126;1;0;2;0.5;2;108;24;0;0
Sao Joao da Barra;20240124;1;1;1;1;1;36;5;0;0
Sao Luis;20240122;1;1;0;0;0;0;3;0;0
Sao Luis;20240126;1;1;1;1;1;81;8;0;0
Sao Paulo;20240128;1;1;0;0;0;4;4;0;0
Sao Pedro da Aldeia;20240122;1;1;1;1;1;69;5;0;0
Sao Sebastiao;20240125;1;0;1;1;1;406;112;0;0
Saquarema;20240127;1;0;1;1;1;570;70;0;0
Saquarema;20240128;1;0;1;1;1;39;13;0;0
Seropedica;20240123;1;0;1;1;1;49;4;0;0
Serra;20240127;1;1;1;1;1;18;8;0;0
Sinop;20240123;1;1;1;1;1;249;12;0;0
Sorriso;20240123;1;1;1;1;1;148;19;0;0
Sumare;20240127;1;1;1;1;1;159;15;0;0
Tatui;20240125;1;1;1;1;1;65;5;0;0
Tres Rios;20240125;1;1;1;1;1;121;5;0;0
Uberlandia;20240122;1;0;4;1;4;1108;63;0;0
Varginha;20240126;1;1;1;1;1;11;10;0;0
Varginha;20240127;1;0;1;1;1;42;7;0;0
Varginha;20240128;1;0;0;0;0;8;3;0;0
Vassouras;20240128;1;1;1;1;1;207;9;0;0
Viana;20240124;1;1;1;1;1;11;5;0;0
Vila Velha;20240124;1;1;0;0;0;0;3;0;0
Vila Velha;20240125;1;0;1;1;1;434;51;0;0
Vitoria;20240122;1;1;1;1;1;32;5;0;0
Vitoria;20240125;1;0;1;1;1;47;15;0;0
Vitoria;20240127;1;1;1;1;1;62;5;0;0
Volta Redonda;20240124;1;1;1;1;1;62;7;0;0
Bombinhas;20240122;0;0;0;0;0;0;2;0;0
Braga;20240122;0;0;0;0;0;0;2;0;0
Campos dos Goytacazes;20240128;0;0;0;0;0;0;2;0;0
Fortaleza;20240123;0;0;0;0;0;0;2;0;0
Joao Pessoa;20240124;0;0;0;0;0;0;3;0;0
Mossoro;20240126;0;0;0;0;0;0;2;0;0
Natal;20240127;0;0;0;0;0;0;2;0;0
Niteroi;20240123;0;0;0;0;0;0;3;0;0
Petropolis;20240125;0;0;0;0;0;0;4;0;0
Rolim de Moura;20240122;0;0;0;0;0;0;2;0;0
San Jose;20240123;0;0;0;0;0;0;2;0;0
Uberlandia;20240123;0;0;0;0;0;0;2;0;0
