# ----------------------------------------
# Exportacao do CSV de relatorio
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
# 
# Todos os usuarios
# Data de inicio: 20231204
# Data de termino: 20231210
Regiao;Data;Usuarios recorrentes;Primeiras visitas;Total de usuarios;Usuarios
Federal Territory of Kuala Lumpur;20231205;0;1;1;1
Florida;20231204;0;1;1;1
Florida;20231205;0;1;1;1
Ile-de-France;20231207;0;1;1;1
Lisbon;20231204;0;1;1;1
Lisbon;20231210;0;0;1;1
Massachusetts;20231209;0;1;1;1
North Sumatra;20231210;0;2;2;2
Northern Ireland;20231210;0;0;1;1
Nouvelle-Aquitaine;20231206;0;1;1;1
Nouvelle-Aquitaine;20231210;0;1;1;1
Porto District;20231206;0;1;1;1
Porto District;20231210;0;1;1;1
Saxony;20231205;0;1;1;1
South Carolina;20231206;0;1;1;1
State of Alagoas;20231206;0;1;1;1
State of Alagoas;20231207;0;1;1;1
State of Amazonas;20231204;0;2;2;2
State of Amazonas;20231205;0;2;2;2
State of Amazonas;20231206;0;4;5;5
State of Amazonas;20231207;0;1;2;2
State of Amazonas;20231208;0;3;4;4
State of Amazonas;20231209;0;1;1;1
State of Amazonas;20231210;0;2;2;2
State of Bahia;20231204;0;2;3;2
State of Bahia;20231207;0;1;2;1
State of Ceara;20231206;0;1;1;1
State of Ceara;20231207;0;1;1;1
State of Goias;20231208;0;1;1;1
State of Goias;20231209;0;2;2;2
State of Maranhao;20231206;0;1;1;1
State of Maranhao;20231208;0;1;1;1
State of Maranhao;20231209;0;1;1;1
State of Mato Grosso;20231204;0;1;1;1
State of Mato Grosso;20231205;0;1;1;1
State of Mato Grosso;20231208;0;1;1;1
State of Mato Grosso;20231210;0;3;3;3
State of Mato Grosso do Sul;20231206;0;1;1;1
State of Mato Grosso do Sul;20231207;0;1;1;1
State of Para;20231204;0;1;1;1
State of Para;20231205;0;3;3;3
State of Para;20231206;0;1;1;1
State of Para;20231207;0;2;2;2
State of Paraiba;20231205;0;1;1;1
State of Parana;20231204;0;2;3;2
State of Parana;20231205;0;2;2;2
State of Parana;20231206;0;3;3;3
State of Parana;20231208;0;2;2;2
State of Pernambuco;20231207;0;1;1;1
State of Pernambuco;20231208;0;0;1;1
State of Pernambuco;20231209;0;1;1;1
State of Pernambuco;20231210;0;1;1;1
State of Piaui;20231210;0;1;1;1
State of Rio Grande do Norte;20231204;0;1;1;1
State of Rio Grande do Sul;20231205;0;1;1;1
State of Rio Grande do Sul;20231206;0;6;6;6
State of Rondonia;20231209;0;1;1;1
State of Santa Catarina;20231205;0;3;3;3
State of Santa Catarina;20231206;0;2;3;3
State of Santa Catarina;20231209;0;0;1;1
State of Sergipe;20231206;0;1;1;1
State of Sergipe;20231208;0;1;2;1
State of Tocantins;20231207;0;2;2;2
Wales;20231210;0;1;1;1
Washington;20231210;0;1;1;1
