# ----------------------------------------
# Exportacao do CSV de relatorio
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
# 
# Todos os usuarios
# Data de inicio: 20240715
# Data de termino: 20240721
Cidade;Data;Usuarios;Novos usuarios;Sessoes engajadas;Taxa de engajamento;Sessoes engajadas por usuario;Tempo medio de engajamento;Contagem de eventos;Eventos principais;Taxa de eventos principais do usuario;Receita total
Belem;20240719;2;0;2;1;1;335;52;0;0;0
Belem;20240720;2;1;2;1;1;107;20;0;0;0
Belo Horizonte;20240716;2;2;1;0.5;0.5;20.5;7;0;0;0
Belo Horizonte;20240717;2;2;2;1;1;253;37;0;0;0
Belo Horizonte;20240720;2;1;3;1;1.5;88.5;19;0;0;0
Belo Horizonte;20240721;2;1;2;1;1;35;12;0;0;0
Brasilia;20240715;2;1;2;0.6666666666666666;1;96.5;32;0;0;0
Brasilia;20240716;2;1;2;0.6666666666666666;1;257;31;0;0;0
Brasilia;20240717;2;1;4;1;2;116.5;56;0;0;0
Brasilia;20240719;2;0;2;0.5;1;106;97;0;0;0
Brasilia;20240720;2;1;2;1;1;486.5;25;0;0;0
Campinas;20240717;2;1;2;1;1;33;11;0;0;0
Campos dos Goytacazes;20240717;2;2;1;0.5;0.5;20;10;0;0;0
Caxias do Sul;20240718;2;2;1;0.5;0.5;7.5;9;0;0;0
Columbus;20240718;2;2;0;0;0;0;7;0;0;0
Curitiba;20240720;2;1;2;1;1;233;106;0;0;0
Goiania;20240717;2;2;1;0.5;0.5;60;14;0;0;0
Jacarei;20240721;2;2;2;1;1;21;10;0;0;0
Manaus;20240718;2;1;2;1;1;507.5;43;0;0;0
Niteroi;20240715;2;2;2;1;1;49.5;12;0;0;0
Niteroi;20240717;2;2;1;0.5;0.5;12;13;0;0;0
Nova Iguacu;20240721;2;2;2;1;1;51.5;10;0;0;0
Recife;20240721;2;1;2;1;1;81.5;12;0;0;0
Sao Paulo;20240716;2;2;1;0.5;0.5;23;8;0;0;0
Varginha;20240718;2;1;2;1;1;148.5;27;0;0;0
Varginha;20240719;2;0;2;1;1;132;74;0;0;0
Vila Velha;20240715;2;2;2;1;1;22;14;0;0;0
Vila Velha;20240717;2;0;2;1;1;47;12;0;0;0
Vitoria;20240721;2;2;2;1;1;147;55;0;0;0
Volta Redonda;20240721;2;2;2;1;1;67;15;0;0;0
5551;20240720;1;0;1;1;1;11;9;0;0;0
Anapolis;20240718;1;1;1;1;1;21;4;0;0;0
Aracaju;20240715;1;1;1;1;1;88;4;0;0;0
Aracaju;20240720;1;1;1;1;1;346;49;0;0;0
Ariquemes;20240721;1;1;1;1;1;107;20;0;0;0
Atibaia;20240721;1;1;1;1;1;15;4;0;0;0
Balneario Camboriu;20240720;1;1;0;0;0;4;4;0;0;0
Barra do Pirai;20240719;1;1;1;1;1;53;4;0;0;0
Barueri;20240721;1;0;1;1;1;96;36;0;0;0
Belem;20240716;1;1;1;1;1;117;5;0;0;0
Belem;20240718;1;0;1;1;1;261;51;0;0;0
Belem;20240721;1;1;1;1;1;17;4;0;0;0
Belford Roxo;20240715;1;1;1;1;1;100;5;0;0;0
Belo Horizonte;20240715;1;1;1;0.5;1;1156;109;0;0;0
Belo Horizonte;20240718;1;0;1;1;1;14;4;0;0;0
Brusque;20240718;1;1;1;1;1;0;4;0;0;0
Cabo Frio;20240715;1;0;1;1;1;56;14;0;0;0
Cabo Frio;20240720;1;0;1;1;1;38;8;0;0;0
Cabo Frio;20240721;1;1;1;1;1;20;4;0;0;0
Cachoeiro de Itapemirim;20240718;1;1;0;0;0;0;3;0;0;0
Camacari;20240718;1;0;1;1;1;477;238;0;0;0
Campina Grande;20240721;1;1;1;1;1;22;8;0;0;0
Campinas;20240719;1;1;1;1;1;1;6;0;0;0
Campo Grande;20240717;1;0;1;1;1;163;8;0;0;0
Campos dos Goytacazes;20240715;1;0;0;0;0;1;3;0;0;0
Campos dos Goytacazes;20240721;1;1;1;1;1;25;5;0;0;0
Canoas;20240716;1;1;0;0;0;0;4;0;0;0
Carapicuiba;20240717;1;0;1;1;1;31;10;0;0;0
Carapicuiba;20240720;1;0;1;1;1;47;11;0;0;0
Coimbra;20240721;1;1;1;1;1;247;29;0;0;0
Cork;20240721;1;1;0;0;0;6;5;0;0;0
Curitiba;20240717;1;1;0;0;0;0;3;0;0;0
Curitiba;20240718;1;0;1;1;1;41;3;0;0;0
Curitiba;20240719;1;0;1;1;1;16;7;0;0;0
Dublin;20240718;1;1;1;1;1;4;4;0;0;0
Duque de Caxias;20240716;1;1;0;0;0;0;3;0;0;0
Duque de Caxias;20240719;1;1;1;0.3333333333333333;1;991;67;0;0;0
Embu;20240717;1;1;1;1;1;9;4;0;0;0
Extrema;20240719;1;1;0;0;0;0;4;0;0;0
Farroupilha;20240719;1;1;1;1;1;56;4;0;0;0
Feira de Santana;20240721;1;1;1;1;1;37;5;0;0;0
Fort Worth;20240718;1;1;0;0;0;0;3;0;0;0
Fortaleza;20240719;1;1;1;1;1;107;8;0;0;0
Fortaleza;20240720;1;1;1;1;1;1629;403;0;0;0
Fortaleza;20240721;1;1;0;0;0;6;5;0;0;0
Goiania;20240716;1;1;0;0;0;0;3;0;0;0
Goiania;20240719;1;1;1;1;1;112;5;0;0;0
Gramado;20240718;1;1;1;1;1;26;5;0;0;0
Guacui;20240720;1;0;0;0;0;3;4;0;0;0
Guanambi;20240721;1;1;0;0;0;0;3;0;0;0
Guapimirim;20240718;1;0;1;1;1;0;2;0;0;0
Guarulhos;20240717;1;1;0;0;0;0;3;0;0;0
Ibiuna;20240719;1;1;0;0;0;0;3;0;0;0
Ijui;20240721;1;1;1;1;1;125;14;0;0;0
Ilheus;20240717;1;1;1;0.5;1;1;6;0;0;0
Indaiatuba;20240721;1;1;1;1;1;134;26;0;0;0
Itaborai;20240716;1;0;1;0.5;1;292;83;0;0;0
Itaborai;20240717;1;0;1;1;1;61;18;0;0;0
Itajai;20240720;1;1;0;0;0;8;4;0;0;0
Itanhaem;20240721;1;1;1;1;1;12;5;0;0;0
Itapevi;20240716;1;1;0;0;0;0;3;0;0;0
Joacaba;20240720;1;1;1;1;1;9;4;0;0;0
Joao Pessoa;20240716;1;1;1;1;1;55;15;0;0;0
Joinville;20240720;1;1;1;1;1;45;4;0;0;0
Juiz de Fora;20240715;1;0;1;1;1;25;16;0;0;0
Juiz de Fora;20240717;1;1;0;0;0;0;5;0;0;0
Juiz de Fora;20240718;1;1;1;1;1;18;5;0;0;0
Juiz de Fora;20240721;1;1;1;1;1;0;5;0;0;0
Jundiai;20240719;1;0;1;1;1;80;1;0;0;0
Jundiai;20240720;1;1;1;1;1;26;5;0;0;0
Leopoldina;20240715;1;0;1;1;1;66;20;0;0;0
Leopoldina;20240716;1;1;2;1;2;241;42;0;0;0
Leopoldina;20240717;1;0;2;1;2;265;85;0;0;0
Leopoldina;20240718;1;0;1;1;1;213;44;0;0;0
Leopoldina;20240719;1;0;1;1;1;0;4;0;0;0
Leopoldina;20240720;1;0;1;0.3333333333333333;1;175;48;0;0;0
Leopoldina;20240721;1;0;1;1;1;394;123;0;0;0
Lisbon;20240721;1;1;1;0.5;1;6;8;0;0;0
Macae;20240719;1;0;1;1;1;22;8;0;0;0
Maceio;20240718;1;1;0;0;0;0;3;0;0;0
Maceio;20240721;1;0;1;1;1;163;43;0;0;0
Manaus;20240715;1;0;2;1;2;520;57;0;0;0
Manaus;20240717;1;0;1;1;1;44;6;0;0;0
Manaus;20240721;1;1;1;1;1;15;5;0;0;0
Mogi das Cruzes;20240717;1;1;1;1;1;14;4;0;0;0
Montijo;20240717;1;1;0;0;0;0;3;0;0;0
Mossoro;20240716;1;0;1;1;1;94;21;0;0;0
Mossoro;20240718;1;0;1;1;1;0;2;0;0;0
Natal;20240721;1;0;1;1;1;40;3;0;0;0
Nilopolis;20240717;1;1;1;1;1;11;4;0;0;0
Nova Friburgo;20240718;1;1;2;1;2;100;20;0;0;0
Nova Friburgo;20240721;1;0;3;1;3;166;27;0;0;0
Nova Iguacu;20240715;1;0;1;1;1;595;215;0;0;0
Paraiba do Sul;20240716;1;1;1;1;1;0;4;0;0;0
Parnamirim;20240717;1;1;0;0;0;3;4;0;0;0
Parnamirim;20240721;1;0;1;1;1;203;18;0;0;0
Paulinia;20240718;1;1;1;1;1;90;8;0;0;0
Pelotas;20240719;1;1;1;1;1;28;7;0;0;0
Petropolis;20240716;1;0;2;0.4;2;126;33;0;0;0
Petropolis;20240719;1;1;1;1;1;12;5;0;0;0
Petropolis;20240720;1;1;1;1;1;16;4;0;0;0
Petropolis;20240721;1;1;0;0;0;9;4;0;0;0
Pinhao;20240715;1;0;0;0;0;0;2;0;0;0
Pirai;20240716;1;1;1;1;1;23;7;0;0;0
Pocos de Caldas;20240719;1;1;0;0;0;6;4;0;0;0
Pombal;20240715;1;0;4;1;4;1123;139;0;0;0
Pombal;20240716;1;0;2;1;2;4915;725;0;0;0
Pombal;20240717;1;0;2;1;2;295;69;0;0;0
Pombal;20240718;1;0;2;1;2;915;106;0;0;0
Pombal;20240719;1;0;3;1;3;382;56;0;0;0
Pombal;20240720;1;0;4;1;4;10500;876;0;0;0
Porto Alegre;20240717;1;1;1;1;1;218;16;0;0;0
Porto Alegre;20240719;1;1;1;1;1;11;5;0;0;0
Porto Alegre;20240720;1;0;1;1;1;4;5;0;0;0
Recife;20240720;1;0;1;1;1;32;12;0;0;0
Resende;20240720;1;1;1;0.3333333333333333;1;16;13;0;0;0
Ribeirao Preto;20240720;1;1;1;1;1;50;9;0;0;0
Ribeirao Preto;20240721;1;1;0;0;0;1;5;0;0;0
Rio Bonito;20240717;1;0;1;1;1;34;16;0;0;0
Rio Bonito;20240718;1;0;1;0.5;1;13;10;0;0;0
Rio Negro;20240720;1;0;1;1;1;53;10;0;0;0
Rolim de Moura;20240717;1;1;1;1;1;25;7;0;0;0
Rondonopolis;20240721;1;0;0;0;0;0;2;0;0;0
Salvador;20240721;1;1;0;0;0;0;3;0;0;0
Santa Cruz;20240719;1;1;0;0;0;3;4;0;0;0
Santana de Parnaiba;20240720;1;1;1;1;1;36;4;0;0;0
Sao Borja;20240716;1;1;1;1;1;15;4;0;0;0
Sao Goncalo;20240721;1;0;1;0.5;1;41;17;0;0;0
Sao Jose do Rio Preto;20240720;1;1;1;1;1;46;5;0;0;0
Sao Mateus do Sul;20240720;1;1;1;1;1;23;5;0;0;0
Sao Mateus do Sul;20240721;1;1;1;1;1;144;22;0;0;0
Sao Roque;20240721;1;0;2;1;2;27;20;0;0;0
Seropedica;20240717;1;1;1;1;1;130;5;0;0;0
Serra;20240715;1;1;1;1;1;99;11;0;0;0
Serra;20240719;1;1;1;1;1;21;5;0;0;0
Serra;20240721;1;1;0;0;0;0;3;0;0;0
Shrewsbury;20240716;1;0;1;1;1;8;6;0;0;0
Sorocaba;20240720;1;1;1;1;1;17;4;0;0;0
Sousa;20240719;1;1;0;0;0;0;3;0;0;0
Taubate;20240715;1;1;1;1;1;14;4;0;0;0
Tijucas;20240719;1;1;1;1;1;41;4;0;0;0
Timon;20240719;1;1;1;1;1;40;5;0;0;0
Trindade;20240716;1;0;1;1;1;7;6;0;0;0
Uberlandia;20240718;1;0;1;1;1;689;11;0;0;0
Uberlandia;20240720;1;1;1;0.5;1;3;9;0;0;0
Vassouras;20240717;1;1;1;1;1;67;15;0;0;0
Viamao;20240715;1;1;1;1;1;288;20;0;0;0
Viamao;20240717;1;1;1;1;1;130;5;0;0;0
Vicosa;20240715;1;0;1;0.5;1;230;46;0;0;0
Vicosa;20240719;1;0;2;1;2;580;75;0;0;0
Vila Velha;20240719;1;1;1;0.5;1;17;6;0;0;0
Vila Velha;20240721;1;1;1;1;1;5;4;0;0;0
Vitoria;20240716;1;0;1;1;1;44;9;0;0;0
Vitoria;20240717;1;0;1;1;1;19;6;0;0;0
Vitoria;20240718;1;1;1;1;1;7;4;0;0;0
Vitoria;20240719;1;0;1;1;1;1334;209;0;0;0
Vitoria da Conquista;20240715;1;1;1;0.5;1;43;6;0;0;0
Vitoria da Conquista;20240721;1;1;0;0;0;0;3;0;0;0
(not set);20240720;0;0;0;0;0;0;2;0;0;0
Campinas;20240715;0;0;0;0;0;0;2;0;0;0
Curitiba;20240716;0;0;0;0;0;0;2;0;0;0
Sao Roque;20240719;0;0;0;0;0;0;2;0;0;0
